a : 0.3510, 0 -> 5
b : 1.3329, 0 -> 0
a : -8.5563, 1 -> 4
b : 9.0264, 1 -> 2
a : -1.8989, 2 -> 0
b : -6.8808, 2 -> 3
a : -0.1932, 3 -> 2
b : -6.9012, 3 -> 4
a : -9.2360, 4 -> 2
b : -0.0945, 4 -> 0
a : 6.4586, 5 -> 2
b : -8.0765, 5 -> 6
a : -2.4967, 6 -> 2
b : -0.6268, 6 -> 4
a : -9.6806, 7 -> 4
b : -9.2530, 7 -> 5
a : -7.6604, 0 -> 0
a : -2.4128, 1 -> 2
b : 0.8953, 2 -> 2
a : -5.8666, 3 -> 3
b : -6.6218, 4 -> 3
a : 4.0198, 5 -> 0
a : 7.7643, 6 -> 5
b : -0.4256, 7 -> 2
a : 9.8269, 0 -> 1
a : 3.1003, 2 -> 7
