a : -3.2136, 0 -> 3
b : -0.1262, 0 -> 7
c : 5.2749, 0 -> 1
d : -8.6012, 0 -> 6
a : -1.6849, 1 -> 2
b : 0.6128, 1 -> 1
c : 6.0930, 1 -> 3
d : 0.5462, 1 -> 7
a : -9.4506, 2 -> 0
b : -3.1761, 2 -> 1
c : 3.8544, 2 -> 7
d : 2.4139, 2 -> 6
a : -8.9116, 3 -> 1
b : 7.0218, 3 -> 5
c : 3.9827, 3 -> 0
d : 0.2615, 3 -> 1
a : 2.4854, 4 -> 4
b : -9.8485, 4 -> 6
c : 0.8178, 4 -> 0
d : -6.5781, 4 -> 3
a : -4.9029, 5 -> 3
b : 6.6717, 5 -> 6
c : 6.9269, 5 -> 7
d : -7.4961, 5 -> 1
a : 5.3034, 6 -> 1
b : -9.5895, 6 -> 7
c : -8.0249, 6 -> 4
d : -7.3685, 6 -> 5
a : 9.2192, 7 -> 5
b : -0.1364, 7 -> 4
c : -1.7873, 7 -> 0
d : -1.2385, 7 -> 3
d : -9.7521, 0 -> 1
a : 3.5392, 0 -> 6
d : 1.3591, 1 -> 6
c : -3.4079, 1 -> 0
c : 7.7874, 2 -> 7
d : -9.7655, 2 -> 7
c : 5.2056, 3 -> 2
c : -6.5733, 3 -> 2
a : -7.5039, 4 -> 5
d : 4.9489, 4 -> 0
a : 9.4924, 5 -> 7
a : -0.4833, 5 -> 6
d : -8.7841, 6 -> 2
a : 7.0183, 6 -> 6
a : -4.5759, 7 -> 2
d : -5.0373, 7 -> 6
