a : -2.7223, 0 -> 0
b : 1.8619, 0 -> 1
c : 3.6912, 0 -> 1
d : 9.8464, 0 -> 1
a : 3.3412, 1 -> 6
b : -7.4371, 1 -> 6
c : -9.2980, 1 -> 5
d : -6.8159, 1 -> 5
a : 7.7237, 2 -> 0
b : 0.2816, 2 -> 2
c : -3.1663, 2 -> 6
d : 6.4745, 2 -> 4
a : -5.1027, 3 -> 1
b : -0.6122, 3 -> 0
c : -5.8041, 3 -> 5
d : 4.9428, 3 -> 5
a : 9.1064, 4 -> 4
b : -5.0766, 4 -> 3
c : 0.2257, 4 -> 1
d : -0.5335, 4 -> 0
a : 9.6252, 5 -> 6
b : -8.0483, 5 -> 5
c : 7.0711, 5 -> 2
d : -7.6386, 5 -> 5
a : -1.4530, 6 -> 4
b : -8.6178, 6 -> 6
c : 7.3968, 6 -> 0
d : -0.0753, 6 -> 1
a : -0.0477, 7 -> 2
b : 3.4804, 7 -> 3
c : -1.0876, 7 -> 4
d : 2.4251, 7 -> 0
c : -2.4781, 0 -> 3
c : -0.4520, 0 -> 2
d : -6.6269, 1 -> 0
d : -8.0055, 1 -> 7
a : -9.7438, 2 -> 5
a : -1.1690, 2 -> 3
c : 2.7541, 3 -> 3
a : -3.5029, 3 -> 6
b : 9.2048, 4 -> 4
b : 1.5335, 4 -> 4
b : 7.7386, 5 -> 5
b : 5.9518, 5 -> 0
a : -0.7914, 6 -> 6
b : -4.0006, 6 -> 0
c : 6.7792, 7 -> 6
c : 7.2459, 7 -> 7
