a : -8.3603, 0 -> 2
b : -6.2896, 0 -> 2
c : 0.0507, 0 -> 6
d : 3.7754, 0 -> 7
a : -5.0868, 1 -> 5
b : 8.1562, 1 -> 2
c : -6.6653, 1 -> 5
d : -2.5508, 1 -> 4
a : -9.7131, 2 -> 4
b : 3.6346, 2 -> 6
c : 7.1731, 2 -> 6
d : -7.6084, 2 -> 5
a : 0.8520, 3 -> 1
b : 7.6662, 3 -> 3
c : 4.7636, 3 -> 0
d : 5.8252, 3 -> 3
a : -5.5858, 4 -> 7
b : -5.2938, 4 -> 0
c : -3.3978, 4 -> 0
d : -4.0928, 4 -> 0
a : -9.6742, 5 -> 1
b : 5.7376, 5 -> 1
c : -8.6800, 5 -> 2
d : 4.1284, 5 -> 3
a : 5.0859, 6 -> 1
b : 3.1279, 6 -> 3
c : 8.1312, 6 -> 0
d : -5.2568, 6 -> 0
a : 2.7221, 7 -> 2
b : 5.5567, 7 -> 7
c : -2.0151, 7 -> 4
d : 4.8441, 7 -> 4
a : -9.9942, 0 -> 7
c : -1.8439, 0 -> 2
c : 2.7091, 1 -> 4
a : 0.1016, 1 -> 3
b : -1.2588, 2 -> 4
c : -2.7421, 2 -> 4
b : 3.0337, 3 -> 1
a : 4.5908, 3 -> 2
d : -7.2020, 4 -> 0
d : -8.0458, 4 -> 3
b : -2.6023, 5 -> 4
b : -4.4009, 5 -> 3
a : -6.9769, 6 -> 3
a : 3.0479, 6 -> 2
a : 2.7061, 7 -> 0
a : 8.9981, 7 -> 4
