a : -1.6055, 0 -> 1
b : 6.6574, 0 -> 0
c : 2.5683, 0 -> 6
d : 0.3854, 0 -> 2
a : -1.5212, 1 -> 0
b : 1.1566, 1 -> 4
c : -1.8721, 1 -> 1
d : 2.1241, 1 -> 7
a : 2.9199, 2 -> 7
b : 9.1270, 2 -> 2
c : -7.8664, 2 -> 3
d : 6.5232, 2 -> 5
a : -5.1147, 3 -> 3
b : 9.4020, 3 -> 3
c : -3.9225, 3 -> 3
d : 3.7641, 3 -> 5
a : -9.6260, 4 -> 2
b : -5.9417, 4 -> 5
c : -9.6019, 4 -> 1
d : -0.1048, 4 -> 3
a : 2.6038, 5 -> 7
b : 8.5510, 5 -> 2
c : -5.4234, 5 -> 1
d : -2.1549, 5 -> 5
a : 4.0250, 6 -> 6
b : 6.1677, 6 -> 3
c : -1.4183, 6 -> 7
d : 1.1884, 6 -> 6
a : 0.5954, 7 -> 3
b : 4.1218, 7 -> 3
c : -7.3425, 7 -> 3
d : 1.3351, 7 -> 4
a : -1.5531, 0 -> 7
a : 9.5807, 0 -> 3
a : 3.7586, 1 -> 0
c : 4.0920, 1 -> 0
a : -0.0737, 2 -> 1
a : -8.2920, 2 -> 5
b : 7.2732, 3 -> 1
b : 1.2367, 3 -> 4
b : 2.4643, 4 -> 6
b : -1.1063, 4 -> 2
c : 2.0087, 5 -> 6
d : -0.5605, 5 -> 6
c : -5.0262, 6 -> 4
d : 2.0458, 6 -> 3
b : -1.8440, 7 -> 3
b : -7.6635, 7 -> 5
