a : -4.1424, 0 -> 6
b : 7.7508, 0 -> 0
a : -0.5542, 1 -> 0
b : -4.8216, 1 -> 3
a : -7.8819, 2 -> 0
b : -5.1789, 2 -> 4
a : -0.7450, 3 -> 7
b : 9.3380, 3 -> 7
a : -2.8934, 4 -> 5
b : -2.5610, 4 -> 0
a : 3.0823, 5 -> 0
b : -3.6531, 5 -> 3
a : 9.8386, 6 -> 7
b : 7.6494, 6 -> 5
a : 6.2244, 7 -> 4
b : 8.3377, 7 -> 3
a : 2.8556, 0 -> 0
b : -9.1679, 1 -> 5
b : -4.4385, 2 -> 6
b : 2.8406, 3 -> 5
a : 9.0789, 4 -> 7
a : -2.4923, 5 -> 6
b : -9.2619, 6 -> 5
a : -1.7986, 7 -> 3
a : 2.2441, 5 -> 2
b : -3.7784, 5 -> 1
