a : -1.8948, 0 -> 6
b : 0.8681, 0 -> 2
a : -8.7230, 1 -> 7
b : 2.9845, 1 -> 3
a : -4.9549, 2 -> 0
b : -5.0770, 2 -> 0
a : 3.7898, 3 -> 1
b : 3.3602, 3 -> 3
a : 4.2377, 4 -> 7
b : -7.8178, 4 -> 7
a : -3.4736, 5 -> 5
b : -6.2691, 5 -> 0
a : 4.6247, 6 -> 4
b : -9.6706, 6 -> 2
a : -0.9477, 7 -> 0
b : 3.9177, 7 -> 6
a : -6.4825, 0 -> 7
b : -0.6031, 1 -> 0
a : 2.4966, 2 -> 7
b : -0.9977, 3 -> 2
b : -9.0435, 4 -> 4
a : 1.4276, 5 -> 2
b : -7.3633, 6 -> 7
b : 4.3431, 7 -> 6
a : 3.1431, 0 -> 3
a : 5.4501, 3 -> 5
