a : -3.7432, 0 -> 7
b : -5.0976, 0 -> 0
c : 6.0218, 0 -> 7
d : -4.1329, 0 -> 3
a : 0.3495, 1 -> 2
b : 7.5953, 1 -> 3
c : 0.6328, 1 -> 1
d : -7.0597, 1 -> 7
a : -0.8101, 2 -> 6
b : 8.0916, 2 -> 0
c : 8.9941, 2 -> 6
d : -4.1922, 2 -> 4
a : -0.9455, 3 -> 1
b : 5.4430, 3 -> 1
c : 4.7596, 3 -> 1
d : -5.1477, 3 -> 7
a : 4.0229, 4 -> 0
b : -9.0505, 4 -> 3
c : -5.7719, 4 -> 0
d : -6.2092, 4 -> 3
a : 7.1565, 5 -> 3
b : -7.8678, 5 -> 0
c : 9.0864, 5 -> 5
d : -2.8672, 5 -> 4
a : -1.9287, 6 -> 4
b : 7.9452, 6 -> 7
c : 8.6795, 6 -> 5
d : -5.8702, 6 -> 3
a : -0.4895, 7 -> 3
b : -4.2661, 7 -> 2
c : -3.9749, 7 -> 6
d : -0.0719, 7 -> 0
c : 3.9522, 0 -> 4
d : -7.8088, 0 -> 7
a : 1.8116, 1 -> 1
b : 0.4208, 1 -> 0
b : -5.7968, 2 -> 6
c : -5.3965, 2 -> 1
b : -2.2892, 3 -> 3
d : -1.0724, 3 -> 3
b : -9.5701, 4 -> 1
c : -9.5545, 4 -> 6
a : -5.4165, 5 -> 7
a : 2.5738, 5 -> 3
c : 9.1597, 6 -> 2
b : -7.6807, 6 -> 3
d : 5.9329, 7 -> 5
a : -1.7168, 7 -> 0
