a : 0.7883, 0 -> 6
b : 8.9629, 0 -> 0
c : -3.3231, 0 -> 3
d : 3.2096, 0 -> 3
a : -7.1023, 1 -> 2
b : -6.1141, 1 -> 2
c : 1.8948, 1 -> 3
d : -2.3422, 1 -> 3
a : 8.8258, 2 -> 3
b : -4.0054, 2 -> 2
c : 4.6452, 2 -> 3
d : -9.9007, 2 -> 3
a : -3.1224, 3 -> 0
b : 9.2561, 3 -> 6
c : -6.1840, 3 -> 6
d : -0.8916, 3 -> 3
a : -5.9608, 4 -> 2
b : -4.6530, 4 -> 1
c : -4.8864, 4 -> 3
d : 2.6176, 4 -> 2
a : 8.3691, 5 -> 5
b : -0.9282, 5 -> 5
c : -0.8704, 5 -> 6
d : 6.0311, 5 -> 4
a : -5.2889, 6 -> 1
b : -1.8809, 6 -> 2
c : 7.2603, 6 -> 3
d : -4.4636, 6 -> 4
a : -9.1028, 7 -> 1
b : -3.3785, 7 -> 3
c : -6.2519, 7 -> 6
d : -1.7997, 7 -> 3
a : 2.7696, 0 -> 3
a : -3.5262, 0 -> 6
c : -9.8446, 1 -> 4
d : -8.8304, 1 -> 6
c : 9.2440, 2 -> 2
d : -8.5124, 2 -> 3
c : 9.8602, 3 -> 0
d : 6.4412, 3 -> 1
b : 7.1601, 4 -> 7
a : 2.5340, 4 -> 5
c : 1.4057, 5 -> 3
d : 4.2683, 5 -> 0
d : 3.6053, 6 -> 6
d : -7.0138, 6 -> 5
b : -0.8484, 7 -> 4
d : -3.7658, 7 -> 1
