a : 0.3067, 0 -> 1
b : -5.2865, 0 -> 5
c : -1.5422, 0 -> 1
d : -3.4799, 0 -> 6
a : 5.0986, 1 -> 7
b : -2.5736, 1 -> 6
c : 4.4788, 1 -> 5
d : 7.6666, 1 -> 4
a : 6.3117, 2 -> 7
b : 5.1840, 2 -> 4
c : -5.2950, 2 -> 3
d : -4.1804, 2 -> 6
a : 8.7090, 3 -> 1
b : -5.0260, 3 -> 2
c : 1.0808, 3 -> 0
d : 3.3347, 3 -> 1
a : 5.8685, 4 -> 3
b : -2.7474, 4 -> 6
c : 1.8737, 4 -> 3
d : -4.4069, 4 -> 5
a : 2.4647, 5 -> 4
b : 9.6299, 5 -> 1
c : 0.2943, 5 -> 6
d : 0.2223, 5 -> 4
a : -5.1885, 6 -> 6
b : -7.4579, 6 -> 7
c : -4.6707, 6 -> 7
d : -6.5555, 6 -> 0
a : -2.6225, 7 -> 2
b : -7.7923, 7 -> 1
c : 2.9964, 7 -> 4
d : -4.2900, 7 -> 5
d : 8.8833, 0 -> 1
a : -9.7061, 0 -> 0
d : 8.8007, 1 -> 2
c : -4.6088, 1 -> 4
a : -0.9670, 2 -> 3
d : -5.5011, 2 -> 0
b : 3.1313, 3 -> 2
b : 8.8762, 3 -> 2
a : -8.8671, 4 -> 0
d : -4.6218, 4 -> 6
b : 1.3367, 5 -> 1
b : 8.8731, 5 -> 4
b : -6.0147, 6 -> 1
c : -2.6297, 6 -> 6
c : -0.1075, 7 -> 5
a : -2.3844, 7 -> 7
