a : -1.1950, 0 -> 2
b : -9.4484, 0 -> 4
c : -9.2273, 0 -> 0
d : 8.5390, 0 -> 7
a : 7.5970, 1 -> 5
b : 6.4622, 1 -> 6
c : -2.3691, 1 -> 4
d : 5.8214, 1 -> 0
a : -2.5408, 2 -> 5
b : 6.4406, 2 -> 7
c : 0.4077, 2 -> 6
d : -4.4760, 2 -> 5
a : -1.1639, 3 -> 7
b : 1.8845, 3 -> 7
c : -5.6474, 3 -> 4
d : -4.5624, 3 -> 6
a : 9.5247, 4 -> 7
b : -9.6898, 4 -> 2
c : -1.5925, 4 -> 5
d : 7.0077, 4 -> 1
a : -5.1645, 5 -> 4
b : 7.8146, 5 -> 2
c : 2.4362, 5 -> 0
d : -7.5619, 5 -> 5
a : -4.7131, 6 -> 3
b : -6.2147, 6 -> 6
c : -9.6468, 6 -> 5
d : 8.1562, 6 -> 4
a : -8.0338, 7 -> 7
b : 4.3521, 7 -> 0
c : 1.2789, 7 -> 4
d : -5.4696, 7 -> 1
d : -9.3555, 0 -> 0
d : 6.3047, 0 -> 7
c : -7.3257, 1 -> 6
d : 5.8275, 1 -> 1
d : 4.8918, 2 -> 6
c : -3.1386, 2 -> 1
d : -6.4641, 3 -> 6
c : -5.5499, 3 -> 6
c : -9.2259, 4 -> 6
a : -1.2643, 4 -> 0
c : 9.8596, 5 -> 0
a : 1.7808, 5 -> 5
a : 5.6008, 6 -> 5
b : 8.3825, 6 -> 2
c : -6.9779, 7 -> 0
a : 9.3213, 7 -> 3
