a : -4.1751, 0 -> 0
b : -5.2358, 0 -> 5
c : 3.3757, 0 -> 1
d : -5.5965, 0 -> 0
a : 9.1216, 1 -> 2
b : 4.6884, 1 -> 6
c : 2.9859, 1 -> 3
d : 4.3735, 1 -> 4
a : 5.8082, 2 -> 7
b : -2.2504, 2 -> 3
c : 4.6996, 2 -> 1
d : -7.4178, 2 -> 4
a : 0.9144, 3 -> 4
b : -3.3288, 3 -> 1
c : 3.0918, 3 -> 4
d : -6.0223, 3 -> 4
a : 0.3208, 4 -> 2
b : 0.6937, 4 -> 3
c : -9.2272, 4 -> 7
d : -8.4941, 4 -> 6
a : 0.3731, 5 -> 4
b : -3.2870, 5 -> 5
c : -1.0774, 5 -> 1
d : 5.9165, 5 -> 0
a : -2.6526, 6 -> 6
b : -8.0477, 6 -> 3
c : -3.4494, 6 -> 4
d : 4.7677, 6 -> 1
a : -4.4311, 7 -> 0
b : 1.1600, 7 -> 4
c : -3.7946, 7 -> 5
d : 9.6779, 7 -> 5
b : 2.6631, 0 -> 4
b : 8.5108, 0 -> 4
a : 4.4672, 1 -> 1
a : 9.8500, 1 -> 4
a : -8.8475, 2 -> 7
d : -0.4804, 2 -> 4
c : 5.4862, 3 -> 7
b : 1.9295, 3 -> 1
c : 3.1604, 4 -> 3
a : -2.5312, 4 -> 5
d : -5.2692, 5 -> 3
a : 0.6623, 5 -> 5
d : 6.1541, 6 -> 4
c : 0.9211, 6 -> 0
d : -0.6221, 7 -> 6
a : 7.9124, 7 -> 1
