a : 1.6216, 0 -> 0
b : -2.9111, 0 -> 3
c : -1.9282, 0 -> 3
d : 9.6377, 0 -> 0
a : -0.0876, 1 -> 7
b : -7.4247, 1 -> 7
c : -0.3968, 1 -> 5
d : 5.7712, 1 -> 7
a : -1.1890, 2 -> 5
b : -1.1078, 2 -> 6
c : -3.1818, 2 -> 0
d : 8.4067, 2 -> 4
a : 7.2957, 3 -> 5
b : -6.2775, 3 -> 2
c : 6.9173, 3 -> 6
d : -2.3758, 3 -> 5
a : -4.7082, 4 -> 7
b : 3.4879, 4 -> 1
c : 0.0503, 4 -> 0
d : -6.6925, 4 -> 2
a : 0.0435, 5 -> 5
b : -4.9880, 5 -> 2
c : 8.9886, 5 -> 3
d : 1.6344, 5 -> 4
a : -4.9245, 6 -> 7
b : -8.9959, 6 -> 3
c : 8.5356, 6 -> 7
d : -1.0290, 6 -> 6
a : -0.4262, 7 -> 4
b : -4.4663, 7 -> 6
c : 0.2957, 7 -> 6
d : -6.0875, 7 -> 2
b : 8.0820, 0 -> 5
c : -2.3870, 0 -> 6
a : 0.4789, 1 -> 3
c : 7.0954, 1 -> 3
a : -3.7717, 2 -> 7
b : 2.9139, 2 -> 5
a : 8.9565, 3 -> 5
d : 5.3021, 3 -> 1
a : -6.6287, 4 -> 2
d : 2.4575, 4 -> 0
a : 9.7667, 5 -> 1
d : 1.6174, 5 -> 5
b : 7.1811, 6 -> 2
b : -7.1538, 6 -> 6
a : 1.2672, 7 -> 0
b : 8.3249, 7 -> 3
