a : -7.9893, 0 -> 4
b : 6.8923, 0 -> 0
c : -7.3252, 0 -> 1
d : 8.4821, 0 -> 0
a : 5.8102, 1 -> 7
b : 4.2200, 1 -> 7
c : 2.8133, 1 -> 7
d : -6.6830, 1 -> 5
a : 4.7885, 2 -> 1
b : 7.0054, 2 -> 2
c : 9.9987, 2 -> 2
d : -2.9043, 2 -> 1
a : 6.9328, 3 -> 4
b : -7.5459, 3 -> 4
c : -5.3716, 3 -> 5
d : -1.3733, 3 -> 7
a : 9.5569, 4 -> 1
b : -5.6725, 4 -> 2
c : 4.7452, 4 -> 5
d : -3.6185, 4 -> 6
a : 9.3069, 5 -> 1
b : 4.8533, 5 -> 2
c : -6.7767, 5 -> 0
d : -1.0783, 5 -> 4
a : 1.2947, 6 -> 4
b : 3.9101, 6 -> 3
c : 4.0845, 6 -> 3
d : -9.1444, 6 -> 6
a : -2.2797, 7 -> 5
b : -0.3035, 7 -> 4
c : -8.1742, 7 -> 1
d : -1.5245, 7 -> 4
b : 0.4217, 0 -> 1
a : 2.4290, 0 -> 7
d : 9.8092, 1 -> 7
b : -7.8136, 1 -> 2
b : -8.4033, 2 -> 3
c : -4.1469, 2 -> 0
d : 3.8734, 3 -> 1
a : -1.3942, 3 -> 7
a : 8.2839, 4 -> 2
b : 7.4357, 4 -> 7
a : 5.8118, 5 -> 1
c : -4.7280, 5 -> 1
c : -7.2879, 6 -> 0
d : -4.7512, 6 -> 5
a : -6.1841, 7 -> 7
b : 6.7801, 7 -> 6
