a : -6.7249, 0 -> 3
b : 1.4141, 0 -> 7
c : -3.2445, 0 -> 6
d : 7.0514, 0 -> 7
a : 2.4976, 1 -> 6
b : 7.1560, 1 -> 7
c : 7.4656, 1 -> 5
d : -3.5337, 1 -> 5
a : 0.9059, 2 -> 2
b : 7.6020, 2 -> 5
c : 5.6760, 2 -> 6
d : 0.1731, 2 -> 5
a : 9.9753, 3 -> 1
b : -8.7012, 3 -> 6
c : -7.7711, 3 -> 7
d : -2.8020, 3 -> 3
a : -3.6322, 4 -> 0
b : -7.5299, 4 -> 4
c : -6.9529, 4 -> 2
d : 5.9082, 4 -> 4
a : -7.3588, 5 -> 5
b : 9.7635, 5 -> 5
c : 8.2071, 5 -> 3
d : 9.6981, 5 -> 5
a : 6.6236, 6 -> 3
b : -1.3052, 6 -> 6
c : -8.7396, 6 -> 7
d : 4.4424, 6 -> 7
a : 1.7667, 7 -> 2
b : -0.2284, 7 -> 5
c : -5.6737, 7 -> 3
d : -4.5401, 7 -> 1
a : -2.3398, 0 -> 5
c : 5.5174, 0 -> 0
d : -1.2367, 1 -> 1
b : -6.0999, 1 -> 5
a : 3.2419, 2 -> 4
c : -4.8901, 2 -> 6
d : 4.5647, 3 -> 3
a : -8.0956, 3 -> 6
b : 4.2793, 4 -> 5
d : -0.9355, 4 -> 5
b : -4.1392, 5 -> 6
d : -4.4100, 5 -> 3
d : 4.0356, 6 -> 5
b : 4.1757, 6 -> 2
b : -5.2703, 7 -> 7
d : 2.7537, 7 -> 2
