a : 9.7548, 0 -> 2
b : -7.1192, 0 -> 3
c : -5.3554, 0 -> 2
d : -8.3722, 0 -> 2
a : 9.9910, 1 -> 4
b : -4.9947, 1 -> 1
c : 3.6467, 1 -> 0
d : -8.5769, 1 -> 2
a : -2.4817, 2 -> 2
b : 1.5726, 2 -> 5
c : 4.6505, 2 -> 3
d : -2.5472, 2 -> 6
a : -3.7675, 3 -> 7
b : 5.7793, 3 -> 6
c : 3.9708, 3 -> 0
d : 4.3594, 3 -> 6
a : -0.2021, 4 -> 0
b : 0.5127, 4 -> 6
c : 9.2867, 4 -> 5
d : 5.5514, 4 -> 0
a : -4.1281, 5 -> 2
b : -6.0417, 5 -> 0
c : 4.7153, 5 -> 4
d : -0.9819, 5 -> 3
a : 1.2296, 6 -> 7
b : -9.5809, 6 -> 5
c : 1.2032, 6 -> 5
d : -1.8937, 6 -> 5
a : -6.4980, 7 -> 2
b : -7.5277, 7 -> 6
c : 5.8194, 7 -> 7
d : -5.9624, 7 -> 2
c : -2.0666, 0 -> 3
c : -9.5776, 0 -> 4
a : -0.0294, 1 -> 0
c : 8.6460, 1 -> 6
c : 6.5893, 2 -> 6
d : 8.5517, 2 -> 0
d : -3.5807, 3 -> 4
c : -9.7782, 3 -> 5
c : 5.2958, 4 -> 6
c : -1.6525, 4 -> 3
a : -1.6409, 5 -> 7
b : 9.5384, 5 -> 7
c : -5.7175, 6 -> 7
c : 1.0398, 6 -> 2
b : -5.5889, 7 -> 6
b : -1.7125, 7 -> 0
b : 6.9019, 0 -> 1
