a : 1.4638, 0 -> 5
b : -6.8633, 0 -> 1
c : -6.6605, 0 -> 5
d : 7.0794, 0 -> 0
a : -1.2173, 1 -> 7
b : 1.8258, 1 -> 2
c : 9.5660, 1 -> 7
d : -9.4667, 1 -> 1
a : -2.1963, 2 -> 1
b : 1.6673, 2 -> 1
c : 2.6678, 2 -> 0
d : -5.6660, 2 -> 3
a : 1.7493, 3 -> 0
b : 1.8719, 3 -> 7
c : 6.8767, 3 -> 7
d : -6.9570, 3 -> 2
a : 4.7809, 4 -> 2
b : -3.8810, 4 -> 5
c : 2.8357, 4 -> 6
d : -6.1231, 4 -> 4
a : -0.3902, 5 -> 7
b : 9.9955, 5 -> 2
c : 0.8899, 5 -> 4
d : -2.7834, 5 -> 2
a : -3.6145, 6 -> 2
b : -4.4864, 6 -> 2
c : -8.4564, 6 -> 1
d : 5.6517, 6 -> 6
a : -5.9981, 7 -> 0
b : -4.8623, 7 -> 2
c : -7.3893, 7 -> 5
d : 1.2879, 7 -> 7
b : -3.3911, 0 -> 0
d : -1.4230, 0 -> 7
a : 9.5066, 1 -> 5
c : -0.0279, 1 -> 4
b : -9.9327, 2 -> 6
a : 7.7954, 2 -> 3
d : 6.3032, 3 -> 6
a : -5.9679, 3 -> 4
c : -5.8681, 4 -> 1
b : 9.6347, 4 -> 5
d : 4.7137, 5 -> 1
b : 9.8388, 5 -> 1
c : 2.5083, 6 -> 6
d : -2.7084, 6 -> 5
b : 7.8419, 7 -> 5
b : 3.1958, 7 -> 6
