a : -9.7521, 0 -> 3
b : -6.5049, 0 -> 2
c : -4.9995, 0 -> 1
d : 4.7797, 0 -> 3
a : 9.0684, 1 -> 6
b : -6.8474, 1 -> 4
c : -0.4947, 1 -> 2
d : 9.1728, 1 -> 5
a : 5.8413, 2 -> 1
b : -1.8415, 2 -> 7
c : -2.9812, 2 -> 2
d : 1.5833, 2 -> 2
a : -6.0073, 3 -> 4
b : -6.1123, 3 -> 4
c : 2.9777, 3 -> 1
d : 2.2097, 3 -> 4
a : -6.6748, 4 -> 1
b : -4.7641, 4 -> 4
c : 3.8968, 4 -> 5
d : -8.4019, 4 -> 1
a : -5.0316, 5 -> 4
b : -7.5311, 5 -> 7
c : 3.7622, 5 -> 0
d : -8.7427, 5 -> 4
a : -8.8045, 6 -> 2
b : 5.5222, 6 -> 1
c : 7.1183, 6 -> 4
d : 2.7207, 6 -> 4
a : 8.2003, 7 -> 3
b : 5.1882, 7 -> 3
c : -1.9063, 7 -> 4
d : 8.3514, 7 -> 6
c : -4.2425, 0 -> 3
d : -5.7799, 0 -> 2
d : 4.3925, 1 -> 2
d : -3.9779, 1 -> 4
a : -8.9779, 2 -> 4
b : -9.0294, 2 -> 1
a : -7.4885, 3 -> 5
a : 1.2110, 3 -> 6
a : 7.9970, 4 -> 6
b : -1.3679, 4 -> 7
c : -8.7958, 5 -> 3
a : -0.8099, 5 -> 2
d : -5.0816, 6 -> 2
b : -0.4301, 6 -> 1
c : 3.1971, 7 -> 5
c : 1.5158, 7 -> 7
