a : -2.6968, 0 -> 0
b : -3.4911, 0 -> 1
c : 1.4570, 0 -> 0
d : 3.1159, 0 -> 6
a : 3.8583, 1 -> 5
b : -6.5903, 1 -> 6
c : 2.6180, 1 -> 5
d : 5.8264, 1 -> 5
a : -0.0711, 2 -> 0
b : 7.7428, 2 -> 7
c : -0.5049, 2 -> 7
d : 7.5754, 2 -> 0
a : 7.8818, 3 -> 6
b : 6.6742, 3 -> 1
c : -6.9213, 3 -> 4
d : -5.2841, 3 -> 6
a : -2.2055, 4 -> 7
b : -5.6405, 4 -> 6
c : -6.8273, 4 -> 5
d : 2.2744, 4 -> 6
a : 2.4045, 5 -> 4
b : 2.1464, 5 -> 6
c : -4.9543, 5 -> 4
d : -9.8427, 5 -> 1
a : 5.6524, 6 -> 0
b : 0.1916, 6 -> 3
c : -0.9650, 6 -> 6
d : 6.3827, 6 -> 7
a : -1.9919, 7 -> 4
b : 4.8957, 7 -> 3
c : -0.9193, 7 -> 0
d : 3.1159, 7 -> 3
c : 3.4649, 0 -> 7
c : 0.4564, 0 -> 3
a : 4.3073, 1 -> 7
b : -0.8852, 1 -> 4
a : 1.7462, 2 -> 5
a : -1.4646, 2 -> 6
a : 0.8360, 3 -> 6
a : 9.7412, 3 -> 5
d : -5.7376, 4 -> 2
c : -5.8521, 4 -> 7
a : -0.0624, 5 -> 6
c : -1.5610, 5 -> 6
c : -8.1163, 6 -> 6
c : 2.3032, 6 -> 7
d : -6.5406, 7 -> 1
b : -5.8734, 7 -> 0
