a : -7.4912, 0 -> 5
b : 2.6263, 0 -> 2
c : 5.9859, 0 -> 4
d : -4.7618, 0 -> 0
a : 9.7165, 1 -> 5
b : 0.2919, 1 -> 7
c : 3.1205, 1 -> 6
d : -9.2499, 1 -> 5
a : -4.0983, 2 -> 7
b : -4.0672, 2 -> 1
c : 5.1586, 2 -> 0
d : -5.0614, 2 -> 5
a : -7.4105, 3 -> 5
b : 4.4929, 3 -> 6
c : 1.3290, 3 -> 1
d : -2.0665, 3 -> 3
a : 7.0590, 4 -> 4
b : -5.1229, 4 -> 6
c : -9.9607, 4 -> 3
d : 2.0972, 4 -> 2
a : 2.9782, 5 -> 4
b : 8.1797, 5 -> 6
c : 8.3284, 5 -> 6
d : -5.9776, 5 -> 3
a : -8.7573, 6 -> 5
b : -0.7938, 6 -> 6
c : 8.6677, 6 -> 3
d : -7.2489, 6 -> 1
a : -9.7420, 7 -> 0
b : -1.2444, 7 -> 4
c : -6.1126, 7 -> 7
d : -9.7061, 7 -> 6
c : -6.8504, 0 -> 7
c : 8.7616, 0 -> 4
c : 5.8919, 1 -> 2
d : 1.0729, 1 -> 4
b : -1.1885, 2 -> 7
c : -5.4235, 2 -> 1
c : -8.8024, 3 -> 3
a : 4.5902, 3 -> 1
d : -4.3558, 4 -> 0
b : -7.3547, 4 -> 7
c : -7.8746, 5 -> 2
b : 7.9849, 5 -> 7
b : 5.3936, 6 -> 5
c : -6.4603, 6 -> 7
d : 2.9133, 7 -> 6
a : 7.1870, 7 -> 4
