a : 6.7514, 0 -> 4
b : -1.3069, 0 -> 4
c : 7.5481, 0 -> 0
d : 3.1819, 0 -> 3
a : 3.0936, 1 -> 0
b : 9.9260, 1 -> 2
c : 4.5005, 1 -> 6
d : 8.6598, 1 -> 0
a : -2.0450, 2 -> 0
b : -9.9261, 2 -> 2
c : 9.7785, 2 -> 0
d : 2.6129, 2 -> 5
a : 9.7501, 3 -> 7
b : 6.0514, 3 -> 6
c : 3.3854, 3 -> 1
d : 7.7698, 3 -> 2
a : 5.8465, 4 -> 3
b : -0.3559, 4 -> 4
c : 7.0976, 4 -> 3
d : 2.2310, 4 -> 2
a : -5.5182, 5 -> 2
b : 7.1738, 5 -> 4
c : 9.3149, 5 -> 6
d : -9.5236, 5 -> 4
a : -5.1492, 6 -> 0
b : -6.7332, 6 -> 0
c : -1.5240, 6 -> 4
d : 2.8830, 6 -> 7
a : 0.0771, 7 -> 5
b : -2.7967, 7 -> 1
c : 6.2159, 7 -> 3
d : -0.9752, 7 -> 1
c : -9.8389, 0 -> 2
d : -5.1501, 0 -> 2
a : -0.4727, 1 -> 5
a : -4.1566, 1 -> 6
d : -9.8499, 2 -> 1
b : 3.1523, 2 -> 4
d : -5.7376, 3 -> 6
a : 0.4326, 3 -> 5
b : 6.9034, 4 -> 3
c : -9.9878, 4 -> 3
a : 8.5361, 5 -> 7
d : -3.1338, 5 -> 0
d : 6.9268, 6 -> 0
a : -9.2555, 6 -> 6
a : 9.3381, 7 -> 3
d : -8.3820, 7 -> 4
