a : -2.7842, 0 -> 4
b : -1.8790, 0 -> 3
c : -8.6141, 0 -> 1
d : 6.5073, 0 -> 4
a : 8.6191, 1 -> 0
b : -3.3662, 1 -> 7
c : -4.3368, 1 -> 1
d : 9.4268, 1 -> 0
a : -1.8744, 2 -> 3
b : -9.2186, 2 -> 6
c : 4.1544, 2 -> 0
d : -3.6054, 2 -> 5
a : -5.6994, 3 -> 5
b : 4.9604, 3 -> 7
c : -1.3512, 3 -> 6
d : 9.7743, 3 -> 0
a : 6.1963, 4 -> 0
b : 1.1258, 4 -> 4
c : -1.2131, 4 -> 4
d : 9.3610, 4 -> 7
a : -0.0999, 5 -> 0
b : 4.8165, 5 -> 1
c : 9.3551, 5 -> 7
d : 8.4494, 5 -> 1
a : -8.1664, 6 -> 5
b : -0.1797, 6 -> 0
c : -3.3348, 6 -> 0
d : 6.6543, 6 -> 7
a : -6.1889, 7 -> 6
b : -2.2305, 7 -> 1
c : -7.1757, 7 -> 0
d : 4.5337, 7 -> 0
a : 2.1282, 0 -> 2
c : 4.4917, 0 -> 5
d : 3.1861, 1 -> 6
d : -2.9652, 1 -> 2
a : -4.6593, 2 -> 6
d : -8.9445, 2 -> 4
c : 9.8296, 3 -> 3
d : 8.0634, 3 -> 0
b : 5.2219, 4 -> 3
b : -6.0718, 4 -> 1
b : 4.3415, 5 -> 5
b : -9.1285, 5 -> 0
a : 2.2463, 6 -> 2
d : -4.1223, 6 -> 7
b : 4.6399, 7 -> 3
c : 5.5098, 7 -> 0
