a : -8.1112, 0 -> 3
b : 0.8883, 0 -> 2
c : -5.3767, 0 -> 2
d : 6.1012, 0 -> 6
a : -6.1121, 1 -> 5
b : 3.1660, 1 -> 4
c : -9.0773, 1 -> 3
d : 6.4772, 1 -> 3
a : 1.9327, 2 -> 3
b : -2.9146, 2 -> 4
c : -8.2273, 2 -> 3
d : -5.1284, 2 -> 5
a : 5.2656, 3 -> 6
b : 7.5928, 3 -> 5
c : -8.2136, 3 -> 3
d : -7.5592, 3 -> 5
a : 9.8284, 4 -> 2
b : 4.1940, 4 -> 6
c : 2.3364, 4 -> 3
d : 8.6962, 4 -> 6
a : 5.3720, 5 -> 0
b : 6.0662, 5 -> 7
c : 5.5676, 5 -> 0
d : 8.7789, 5 -> 1
a : 6.4153, 6 -> 3
b : 7.5798, 6 -> 7
c : -1.4880, 6 -> 0
d : -4.5910, 6 -> 7
a : 7.0430, 7 -> 3
b : -8.3009, 7 -> 6
c : -1.8124, 7 -> 0
d : -6.8392, 7 -> 5
d : -2.5232, 0 -> 4
d : 2.7686, 0 -> 1
d : -5.4546, 1 -> 7
a : -2.5498, 1 -> 3
d : 0.4936, 2 -> 6
d : 5.1542, 2 -> 6
b : -2.8787, 3 -> 7
d : -0.6656, 3 -> 6
a : 5.7778, 4 -> 0
a : -6.7079, 4 -> 6
d : 9.3380, 5 -> 4
b : 7.0247, 5 -> 5
a : -7.6595, 6 -> 5
d : -4.4780, 6 -> 5
d : -1.4108, 7 -> 4
b : -3.5696, 7 -> 7
