a : 9.6854, 0 -> 6
b : -6.4193, 0 -> 6
c : -2.0461, 0 -> 4
d : -9.6862, 0 -> 1
a : 5.5359, 1 -> 3
b : -7.7671, 1 -> 6
c : 2.5964, 1 -> 1
d : 5.5271, 1 -> 5
a : -2.1291, 2 -> 2
b : 6.3513, 2 -> 0
c : 9.0031, 2 -> 6
d : 9.0503, 2 -> 4
a : 9.5710, 3 -> 5
b : 6.1303, 3 -> 0
c : 3.4103, 3 -> 4
d : 6.5043, 3 -> 4
a : 1.7554, 4 -> 2
b : 9.1819, 4 -> 7
c : -6.0923, 4 -> 3
d : 7.0936, 4 -> 3
a : 6.0025, 5 -> 7
b : 9.1523, 5 -> 7
c : 5.7169, 5 -> 3
d : -9.3121, 5 -> 4
a : -1.9549, 6 -> 4
b : 8.7439, 6 -> 4
c : -0.2725, 6 -> 4
d : 2.7152, 6 -> 7
a : -5.2141, 7 -> 3
b : 1.5912, 7 -> 1
c : 4.6713, 7 -> 7
d : -8.4785, 7 -> 1
a : 0.7547, 0 -> 4
b : -6.9836, 0 -> 2
a : 5.1505, 1 -> 3
a : -3.2321, 1 -> 0
d : 3.3051, 2 -> 3
c : -0.7481, 2 -> 4
b : 6.7204, 3 -> 5
b : -6.2557, 3 -> 1
b : -0.8167, 4 -> 6
a : 5.0912, 4 -> 6
d : 8.7813, 5 -> 5
b : 1.9944, 5 -> 6
a : -6.7170, 6 -> 4
d : -4.8202, 6 -> 4
a : -5.1349, 7 -> 4
b : -1.8228, 7 -> 0
