a : -1.2867, 0 -> 7
b : 4.8824, 0 -> 3
c : -3.9259, 0 -> 1
d : 6.3815, 0 -> 6
a : -2.7504, 1 -> 5
b : 5.2025, 1 -> 2
c : -0.4601, 1 -> 3
d : 5.8591, 1 -> 5
a : -4.1937, 2 -> 7
b : 1.0432, 2 -> 6
c : 6.1434, 2 -> 6
d : -0.4411, 2 -> 6
a : -0.2896, 3 -> 2
b : 8.0604, 3 -> 1
c : -0.8748, 3 -> 3
d : 1.8936, 3 -> 1
a : -8.8442, 4 -> 4
b : -1.3737, 4 -> 3
c : -6.6661, 4 -> 2
d : -9.3328, 4 -> 4
a : 4.8619, 5 -> 1
b : 9.4570, 5 -> 4
c : -8.9550, 5 -> 4
d : -2.8905, 5 -> 2
a : -0.6895, 6 -> 1
b : 1.9751, 6 -> 5
c : 5.5048, 6 -> 6
d : -9.5176, 6 -> 1
a : -1.9463, 7 -> 0
b : 6.0498, 7 -> 5
c : 4.6727, 7 -> 1
d : -7.7154, 7 -> 0
b : 6.1240, 0 -> 5
a : 3.1630, 0 -> 6
b : 3.8066, 1 -> 0
b : -9.7058, 1 -> 5
b : -1.2862, 2 -> 7
c : 2.3463, 2 -> 6
b : 3.8365, 3 -> 6
c : -2.8602, 3 -> 4
c : 5.9582, 4 -> 7
b : 1.1070, 4 -> 5
b : 7.0730, 5 -> 7
a : 4.2152, 5 -> 5
b : 1.8027, 6 -> 4
a : -5.2392, 6 -> 3
b : -2.4619, 7 -> 6
c : -9.2990, 7 -> 5
