a : 1.2796, 0 -> 7
b : -9.2780, 0 -> 4
c : -7.3881, 0 -> 2
d : -0.3261, 0 -> 0
a : -0.3837, 1 -> 1
b : 2.7978, 1 -> 4
c : -4.0624, 1 -> 5
d : 9.7954, 1 -> 3
a : 7.2999, 2 -> 2
b : 2.8334, 2 -> 2
c : -6.3540, 2 -> 0
d : -7.8735, 2 -> 2
a : 7.9494, 3 -> 3
b : -5.1266, 3 -> 4
c : -9.6958, 3 -> 6
d : 1.4835, 3 -> 4
a : -6.6662, 4 -> 1
b : 0.3165, 4 -> 6
c : -0.9036, 4 -> 6
d : -0.5237, 4 -> 3
a : 2.3349, 5 -> 3
b : 0.1486, 5 -> 0
c : -2.0984, 5 -> 2
d : 7.8343, 5 -> 5
a : -5.2275, 6 -> 4
b : 7.8188, 6 -> 2
c : 5.4504, 6 -> 3
d : 0.9855, 6 -> 5
a : -9.7345, 7 -> 1
b : -4.7669, 7 -> 1
c : -4.7123, 7 -> 7
d : 9.0091, 7 -> 0
b : 4.7931, 0 -> 0
a : -5.4211, 0 -> 5
b : -2.2935, 1 -> 3
b : 1.9815, 1 -> 1
a : -4.0621, 2 -> 6
a : 0.6662, 2 -> 0
a : -4.7069, 3 -> 6
d : 3.4573, 3 -> 3
b : -6.2545, 4 -> 2
d : 1.5416, 4 -> 0
a : 3.4086, 5 -> 2
b : -0.1012, 5 -> 2
d : -0.9380, 6 -> 4
a : -9.7414, 6 -> 5
b : -8.7222, 7 -> 4
a : -3.1903, 7 -> 3
