a : -5.4574, 0 -> 6
b : -1.6281, 0 -> 3
c : 3.9228, 0 -> 5
d : 9.2370, 0 -> 4
a : -4.7955, 1 -> 1
b : 1.2213, 1 -> 3
c : 8.9369, 1 -> 3
d : 0.2333, 1 -> 0
a : 0.0325, 2 -> 4
b : 3.9962, 2 -> 3
c : 5.2889, 2 -> 1
d : 0.3671, 2 -> 4
a : 0.4807, 3 -> 7
b : -6.8791, 3 -> 4
c : 2.1339, 3 -> 3
d : 3.3101, 3 -> 0
a : 2.9934, 4 -> 6
b : -1.3177, 4 -> 2
c : 8.0953, 4 -> 1
d : 3.8671, 4 -> 0
a : -1.2998, 5 -> 3
b : -7.1949, 5 -> 4
c : 7.0896, 5 -> 5
d : -6.7070, 5 -> 0
a : 1.2824, 6 -> 7
b : 3.5778, 6 -> 3
c : -2.6467, 6 -> 5
d : -8.9587, 6 -> 2
a : 9.1610, 7 -> 6
b : 4.3487, 7 -> 4
c : 1.0738, 7 -> 7
d : -3.5704, 7 -> 2
d : -2.1008, 0 -> 4
d : 8.5248, 0 -> 4
a : 6.3993, 1 -> 1
b : 0.4904, 1 -> 3
c : 2.6397, 2 -> 7
c : -4.2306, 2 -> 7
b : -1.4858, 3 -> 2
c : 7.1558, 3 -> 4
d : 5.0981, 4 -> 6
a : -4.6445, 4 -> 1
a : 2.1644, 5 -> 7
c : -7.9800, 5 -> 2
b : -2.7843, 6 -> 3
c : -1.6592, 6 -> 5
b : -0.0970, 7 -> 4
b : -0.0894, 7 -> 0
