a : -5.3931, 0 -> 6
b : -2.3965, 0 -> 0
c : -1.6990, 0 -> 5
d : -8.8856, 0 -> 4
a : -0.8512, 1 -> 2
b : -8.4061, 1 -> 0
c : 2.9478, 1 -> 2
d : 4.5260, 1 -> 5
a : -5.4060, 2 -> 3
b : 5.4540, 2 -> 5
c : 3.3351, 2 -> 1
d : 9.0466, 2 -> 3
a : 6.1856, 3 -> 3
b : 9.0035, 3 -> 5
c : -1.2961, 3 -> 6
d : -5.9190, 3 -> 0
a : -4.2836, 4 -> 3
b : -2.9556, 4 -> 1
c : 1.7356, 4 -> 1
d : -5.3812, 4 -> 1
a : -4.2089, 5 -> 6
b : -0.6655, 5 -> 2
c : -4.7087, 5 -> 1
d : -4.5362, 5 -> 0
a : 9.8120, 6 -> 5
b : 2.7044, 6 -> 2
c : -6.9701, 6 -> 3
d : 8.6740, 6 -> 4
a : -9.5851, 7 -> 6
b : -5.7820, 7 -> 2
c : 3.0058, 7 -> 3
d : -7.2548, 7 -> 3
c : 5.9216, 0 -> 5
b : 7.2425, 0 -> 4
a : -7.6922, 1 -> 6
c : -6.0699, 1 -> 3
a : 1.1851, 2 -> 4
c : 2.6335, 2 -> 0
d : 7.9042, 3 -> 5
a : 5.8803, 3 -> 1
b : 6.8545, 4 -> 0
d : -5.0429, 4 -> 3
b : 4.5962, 5 -> 6
a : 2.7540, 5 -> 4
d : 2.9499, 6 -> 0
b : -1.7748, 6 -> 6
b : -9.7642, 7 -> 2
d : 9.1033, 7 -> 1
b : 5.8221, 6 -> 7
