a : -1.9911, 0 -> 2
b : -2.6018, 0 -> 4
c : -2.3035, 0 -> 6
d : 0.7902, 0 -> 5
a : 7.2156, 1 -> 5
b : -9.1653, 1 -> 6
c : 3.9718, 1 -> 2
d : 5.7274, 1 -> 2
a : -4.6999, 2 -> 5
b : 9.5884, 2 -> 7
c : -9.2225, 2 -> 6
d : 0.5666, 2 -> 4
a : -6.8182, 3 -> 5
b : 5.4031, 3 -> 0
c : 5.6444, 3 -> 6
d : -0.0577, 3 -> 3
a : -5.8138, 4 -> 7
b : -2.0380, 4 -> 1
c : -0.7526, 4 -> 5
d : -8.6310, 4 -> 4
a : -4.4208, 5 -> 3
b : -4.5049, 5 -> 2
c : -8.7798, 5 -> 4
d : -4.4873, 5 -> 4
a : -1.0472, 6 -> 6
b : 6.8431, 6 -> 1
c : -2.0728, 6 -> 5
d : 4.0183, 6 -> 3
a : -4.4932, 7 -> 5
b : 8.7196, 7 -> 4
c : -2.3363, 7 -> 3
d : -2.1264, 7 -> 0
d : -0.0863, 0 -> 0
a : -6.3116, 0 -> 3
d : 4.7442, 1 -> 6
a : 8.5863, 1 -> 3
d : -1.3889, 2 -> 5
c : -8.5349, 2 -> 2
c : -8.8383, 3 -> 7
a : -5.4858, 3 -> 2
d : 5.9002, 4 -> 3
b : -0.4525, 4 -> 3
b : -4.1031, 5 -> 4
c : -1.1981, 5 -> 3
a : 5.6660, 6 -> 7
b : 4.7666, 6 -> 1
c : 1.0314, 7 -> 7
c : 8.6895, 7 -> 5
