a : -7.4217, 0 -> 7
b : -6.9961, 0 -> 7
c : -6.4118, 0 -> 1
d : 8.9720, 0 -> 2
a : -0.0018, 1 -> 0
b : -1.6638, 1 -> 7
c : 7.6457, 1 -> 3
d : -6.2385, 1 -> 5
a : -5.7036, 2 -> 0
b : 0.3431, 2 -> 5
c : -2.4750, 2 -> 0
d : 0.5011, 2 -> 6
a : 6.9921, 3 -> 7
b : 4.0961, 3 -> 7
c : 2.0524, 3 -> 5
d : 6.5712, 3 -> 4
a : -3.0906, 4 -> 0
b : 1.9940, 4 -> 6
c : 5.3302, 4 -> 6
d : 2.1269, 4 -> 6
a : -9.4614, 5 -> 0
b : 8.8836, 5 -> 5
c : -2.3563, 5 -> 4
d : -9.0084, 5 -> 7
a : -6.2115, 6 -> 7
b : -5.3375, 6 -> 5
c : -0.0870, 6 -> 6
d : -3.3040, 6 -> 0
a : 7.9476, 7 -> 4
b : 2.0891, 7 -> 3
c : -0.5661, 7 -> 2
d : -1.5058, 7 -> 1
b : -9.8630, 0 -> 5
a : -7.1589, 0 -> 5
c : 4.7920, 1 -> 6
b : 5.2317, 1 -> 0
c : 2.3969, 2 -> 7
d : 0.7875, 2 -> 4
d : -4.2389, 3 -> 0
d : 6.4333, 3 -> 2
b : -2.1866, 4 -> 7
d : 1.0486, 4 -> 4
c : 2.1796, 5 -> 5
a : 1.1509, 5 -> 2
d : 1.3291, 6 -> 5
a : -6.3192, 6 -> 0
a : 1.6056, 7 -> 2
d : -6.2568, 7 -> 1
