a : 1.4154, 0 -> 6
b : 5.1262, 0 -> 6
c : 1.0074, 0 -> 5
d : 3.6695, 0 -> 0
a : 4.9663, 1 -> 0
b : 1.0733, 1 -> 7
c : -7.7089, 1 -> 4
d : -5.5136, 1 -> 2
a : 8.4413, 2 -> 2
b : -0.9170, 2 -> 2
c : 0.3664, 2 -> 5
d : 8.0301, 2 -> 5
a : 7.5553, 3 -> 3
b : -8.3513, 3 -> 4
c : -6.9854, 3 -> 4
d : -0.2073, 3 -> 2
a : -5.2610, 4 -> 3
b : 2.0567, 4 -> 3
c : 0.2541, 4 -> 0
d : -0.6404, 4 -> 3
a : -6.1836, 5 -> 2
b : -3.3018, 5 -> 6
c : 5.0899, 5 -> 4
d : -6.5431, 5 -> 4
a : -5.0443, 6 -> 7
b : -1.2032, 6 -> 0
c : -6.3904, 6 -> 0
d : 9.9370, 6 -> 3
a : -3.4273, 7 -> 5
b : -1.6437, 7 -> 4
c : -9.0963, 7 -> 2
d : 8.2240, 7 -> 0
b : 0.5017, 0 -> 1
b : 2.5887, 0 -> 3
a : -9.1870, 1 -> 6
c : -9.4223, 1 -> 7
b : 3.8505, 2 -> 6
b : -1.1437, 2 -> 3
b : -6.7614, 3 -> 5
c : -1.7708, 3 -> 6
b : -7.9759, 4 -> 5
b : -7.6350, 4 -> 3
c : -9.5889, 5 -> 4
a : -1.5430, 5 -> 6
a : 5.6356, 6 -> 3
d : 6.2241, 6 -> 4
c : -6.0081, 7 -> 3
b : 4.6614, 7 -> 2
