a : -7.8193, 0 -> 6
b : 8.7388, 0 -> 6
c : 9.7761, 0 -> 2
d : -1.5830, 0 -> 4
a : -5.8076, 1 -> 0
b : -2.2165, 1 -> 0
c : 0.9817, 1 -> 2
d : 7.8710, 1 -> 4
a : -8.2083, 2 -> 7
b : -2.1009, 2 -> 3
c : 6.3996, 2 -> 5
d : -6.9700, 2 -> 5
a : -5.3707, 3 -> 4
b : 4.7103, 3 -> 0
c : 0.7357, 3 -> 3
d : 5.5345, 3 -> 3
a : 7.6668, 4 -> 4
b : 3.4929, 4 -> 3
c : 7.3606, 4 -> 4
d : 0.4650, 4 -> 6
a : 6.5545, 5 -> 0
b : 6.3092, 5 -> 6
c : 9.7821, 5 -> 0
d : 7.8651, 5 -> 2
a : -2.2385, 6 -> 2
b : -1.5236, 6 -> 5
c : 3.0112, 6 -> 2
d : -7.6550, 6 -> 3
a : -2.2166, 7 -> 0
b : -4.2498, 7 -> 1
c : 0.7501, 7 -> 4
d : -1.6559, 7 -> 5
b : 8.8465, 0 -> 1
d : 9.8687, 0 -> 1
b : 9.9885, 1 -> 2
b : 3.7761, 1 -> 1
d : 2.0306, 2 -> 7
b : 5.7338, 2 -> 6
d : -8.6289, 3 -> 1
c : -9.4673, 3 -> 1
c : 9.7505, 4 -> 7
b : 8.1611, 4 -> 4
d : 8.7538, 5 -> 4
d : -2.1983, 5 -> 6
a : -9.7555, 6 -> 4
a : -5.0321, 6 -> 2
c : -6.3677, 7 -> 7
c : 4.9572, 7 -> 7
