a : 2.3086, 0 -> 1
b : 8.2123, 0 -> 1
c : -2.7808, 0 -> 0
d : 3.2695, 0 -> 0
a : 7.0175, 1 -> 1
b : 6.2211, 1 -> 7
c : -4.6303, 1 -> 3
d : -3.3085, 1 -> 4
a : -9.8093, 2 -> 6
b : 8.4305, 2 -> 2
c : 3.8896, 2 -> 2
d : 1.6045, 2 -> 7
a : -3.5413, 3 -> 5
b : -2.7718, 3 -> 5
c : 8.1090, 3 -> 2
d : 5.2712, 3 -> 2
a : -6.7969, 4 -> 3
b : 0.3334, 4 -> 1
c : -4.8257, 4 -> 3
d : 7.2089, 4 -> 2
a : 2.3677, 5 -> 1
b : 5.5003, 5 -> 2
c : -9.4628, 5 -> 1
d : 1.4083, 5 -> 1
a : -2.1387, 6 -> 0
b : -7.8163, 6 -> 5
c : -7.9477, 6 -> 7
d : 5.2528, 6 -> 5
a : 0.2951, 7 -> 7
b : 1.5593, 7 -> 5
c : -7.2399, 7 -> 1
d : 2.3615, 7 -> 3
d : -5.6176, 0 -> 5
a : -7.4817, 0 -> 3
a : -9.9113, 1 -> 0
d : -0.9409, 1 -> 6
c : -8.4183, 2 -> 5
d : -4.2630, 2 -> 0
b : -7.6135, 3 -> 7
b : 5.0803, 3 -> 6
d : -8.9526, 4 -> 5
c : -7.0417, 4 -> 4
c : 2.4475, 5 -> 3
b : 1.4555, 5 -> 0
d : 2.5211, 6 -> 0
b : -1.9945, 6 -> 0
a : -6.7684, 7 -> 2
b : -3.7637, 7 -> 6
