a : 4.5233, 0 -> 0
b : -7.0342, 0 -> 1
c : -3.2014, 0 -> 1
d : 1.9568, 0 -> 6
a : 4.0987, 1 -> 0
b : 6.1189, 1 -> 6
c : -0.7054, 1 -> 7
d : -6.5011, 1 -> 0
a : -2.0511, 2 -> 5
b : 5.0212, 2 -> 6
c : 5.6129, 2 -> 6
d : 7.8544, 2 -> 1
a : 0.4826, 3 -> 4
b : -1.4834, 3 -> 1
c : -4.6888, 3 -> 6
d : 3.0123, 3 -> 4
a : -4.5266, 4 -> 6
b : -9.7391, 4 -> 1
c : 9.1624, 4 -> 7
d : 8.7489, 4 -> 6
a : 4.4280, 5 -> 5
b : 3.0449, 5 -> 3
c : 0.6288, 5 -> 1
d : -3.1929, 5 -> 1
a : -4.0888, 6 -> 1
b : -7.5196, 6 -> 3
c : 4.5050, 6 -> 3
d : 6.2211, 6 -> 4
a : -0.7348, 7 -> 6
b : -5.2699, 7 -> 6
c : -6.1595, 7 -> 4
d : -4.6815, 7 -> 3
d : 1.9818, 0 -> 1
c : 5.5519, 0 -> 1
d : -9.2877, 1 -> 0
b : -5.4802, 1 -> 5
c : 9.9058, 2 -> 0
d : 6.4997, 2 -> 1
c : -4.9154, 3 -> 1
c : -8.5813, 3 -> 5
b : -2.0788, 4 -> 1
d : 3.3074, 4 -> 5
a : -3.4274, 5 -> 4
a : 8.7704, 5 -> 7
d : 3.8730, 6 -> 3
a : 6.3750, 6 -> 3
d : -8.9990, 7 -> 4
b : 2.3897, 7 -> 3
d : 0.3043, 4 -> 2
