a : 0.4296, 0 -> 5
b : -4.8373, 0 -> 5
c : 7.9360, 0 -> 2
d : -5.3441, 0 -> 4
a : 0.9760, 1 -> 1
b : -5.6634, 1 -> 2
c : -4.3105, 1 -> 0
d : 2.1251, 1 -> 2
a : -1.9880, 2 -> 7
b : 6.9465, 2 -> 4
c : 4.3108, 2 -> 1
d : -1.4995, 2 -> 6
a : 8.6397, 3 -> 7
b : -2.2242, 3 -> 7
c : -6.5073, 3 -> 0
d : -8.9189, 3 -> 3
a : -1.1877, 4 -> 2
b : 4.0997, 4 -> 7
c : -5.4712, 4 -> 0
d : 1.4492, 4 -> 4
a : 3.7502, 5 -> 6
b : 0.9076, 5 -> 6
c : -0.7877, 5 -> 0
d : 6.5689, 5 -> 1
a : 8.4011, 6 -> 4
b : -7.6773, 6 -> 0
c : -4.3113, 6 -> 6
d : 8.7142, 6 -> 0
a : 6.8725, 7 -> 5
b : 9.6433, 7 -> 3
c : 4.5137, 7 -> 6
d : 0.8781, 7 -> 7
c : 1.2376, 0 -> 7
c : 4.7623, 0 -> 4
a : 7.7211, 1 -> 5
c : 5.1844, 1 -> 6
a : 3.3254, 2 -> 4
d : -1.9654, 2 -> 1
b : 4.3075, 3 -> 6
d : 1.4635, 3 -> 5
a : 9.1534, 4 -> 7
b : -2.0008, 4 -> 6
c : 7.1061, 5 -> 3
c : 9.5471, 5 -> 1
d : -9.3180, 6 -> 5
b : -0.2319, 6 -> 2
c : 0.6681, 7 -> 0
c : -4.6612, 7 -> 2
