a : -4.5057, 0 -> 2
b : -1.4751, 0 -> 3
c : 1.1283, 0 -> 6
d : 1.0613, 0 -> 0
a : -6.2440, 1 -> 3
b : -5.5021, 1 -> 3
c : 4.4800, 1 -> 6
d : -6.6499, 1 -> 6
a : -6.1614, 2 -> 7
b : -0.4473, 2 -> 5
c : 8.4892, 2 -> 7
d : -5.0670, 2 -> 5
a : -2.8872, 3 -> 5
b : 2.5880, 3 -> 7
c : -0.4150, 3 -> 4
d : 9.3673, 3 -> 2
a : -4.5187, 4 -> 4
b : -9.5499, 4 -> 3
c : -7.7045, 4 -> 1
d : -1.9167, 4 -> 1
a : -6.5825, 5 -> 5
b : -4.4386, 5 -> 4
c : -1.0054, 5 -> 7
d : -2.2370, 5 -> 7
a : -4.9725, 6 -> 7
b : 8.9744, 6 -> 0
c : -4.4929, 6 -> 4
d : -5.1519, 6 -> 5
a : -4.7558, 7 -> 5
b : -7.3690, 7 -> 7
c : -2.7551, 7 -> 2
d : 9.2513, 7 -> 2
a : -1.3989, 0 -> 1
c : 7.1395, 0 -> 4
b : -7.8190, 1 -> 3
b : 9.6650, 1 -> 4
d : 0.1213, 2 -> 4
b : -7.3229, 2 -> 4
b : 1.7269, 3 -> 0
d : -8.1632, 3 -> 7
d : -0.8879, 4 -> 2
b : 4.6918, 4 -> 4
b : 1.9650, 5 -> 4
b : -7.8764, 5 -> 6
d : 2.5367, 6 -> 4
a : 5.1153, 6 -> 3
c : -9.7009, 7 -> 7
c : -3.3793, 7 -> 2
