a : 4.1628, 0 -> 7
b : -3.9137, 0 -> 0
c : 1.1060, 0 -> 7
d : -5.0802, 0 -> 3
a : -0.4878, 1 -> 4
b : -0.1254, 1 -> 4
c : -0.7289, 1 -> 6
d : -5.1444, 1 -> 2
a : -1.0279, 2 -> 7
b : 5.5037, 2 -> 2
c : -8.7459, 2 -> 0
d : -4.6966, 2 -> 1
a : 4.6218, 3 -> 5
b : 8.5720, 3 -> 5
c : 8.8084, 3 -> 4
d : 6.7195, 3 -> 7
a : -8.3380, 4 -> 1
b : -9.6447, 4 -> 2
c : -3.7541, 4 -> 2
d : 6.1328, 4 -> 0
a : 8.2501, 5 -> 4
b : 9.9010, 5 -> 2
c : -1.4705, 5 -> 6
d : -3.3465, 5 -> 6
a : -1.4808, 6 -> 6
b : -1.4253, 6 -> 2
c : -6.1007, 6 -> 7
d : -2.0399, 6 -> 5
a : -3.4638, 7 -> 7
b : 7.5581, 7 -> 6
c : 0.2900, 7 -> 7
d : 9.3628, 7 -> 1
b : -1.4199, 0 -> 7
a : -7.0438, 0 -> 2
c : -5.3811, 1 -> 2
c : 0.4839, 1 -> 7
c : -4.9253, 2 -> 6
b : -5.3334, 2 -> 6
d : -7.9551, 3 -> 5
b : -5.9194, 3 -> 0
d : 7.2193, 4 -> 6
d : 6.9876, 4 -> 6
a : 6.8056, 5 -> 3
d : 6.9738, 5 -> 0
a : 1.8515, 6 -> 0
a : 1.3999, 6 -> 2
b : 5.5058, 7 -> 5
a : 2.7829, 7 -> 6
