a : 9.1306, 0 -> 1
b : 8.6237, 0 -> 3
c : 1.3879, 0 -> 3
d : 7.6276, 0 -> 3
a : 8.3597, 1 -> 1
b : -8.8766, 1 -> 6
c : -4.3520, 1 -> 6
d : -2.8798, 1 -> 1
a : 3.6002, 2 -> 5
b : -7.9375, 2 -> 1
c : -1.5386, 2 -> 3
d : 1.3344, 2 -> 0
a : -6.3830, 3 -> 7
b : -2.7839, 3 -> 2
c : 8.6893, 3 -> 1
d : 7.8372, 3 -> 3
a : 7.6116, 4 -> 1
b : -4.4421, 4 -> 6
c : 4.5094, 4 -> 1
d : 4.6096, 4 -> 1
a : -8.2284, 5 -> 3
b : 5.4432, 5 -> 5
c : 2.8935, 5 -> 3
d : -0.3886, 5 -> 1
a : 4.9938, 6 -> 0
b : -4.4399, 6 -> 5
c : 7.2475, 6 -> 1
d : -8.8585, 6 -> 5
a : 9.3959, 7 -> 3
b : 4.5739, 7 -> 4
c : 9.7112, 7 -> 1
d : -7.8554, 7 -> 6
a : -0.2182, 0 -> 5
a : -5.9348, 0 -> 7
b : -6.6705, 1 -> 5
d : -7.7289, 1 -> 4
a : 7.1272, 2 -> 5
c : 4.1773, 2 -> 5
a : 8.3955, 3 -> 5
a : 7.1604, 3 -> 1
d : -6.9771, 4 -> 1
c : -8.3308, 4 -> 1
d : 0.5444, 5 -> 3
a : -6.4311, 5 -> 7
c : -6.9243, 6 -> 2
d : -8.9855, 6 -> 1
b : -3.6896, 7 -> 6
c : 8.4638, 7 -> 3
