a : 1.1188, 0 -> 2
b : -5.0493, 0 -> 6
c : 4.3398, 0 -> 6
d : -3.1387, 0 -> 0
a : -8.6766, 1 -> 4
b : -2.4385, 1 -> 1
c : 0.3384, 1 -> 2
d : -2.3366, 1 -> 3
a : -9.1543, 2 -> 5
b : 9.6154, 2 -> 1
c : 9.2075, 2 -> 3
d : 1.6583, 2 -> 2
a : 9.0500, 3 -> 3
b : -7.5826, 3 -> 3
c : -0.0907, 3 -> 7
d : 5.2986, 3 -> 1
a : 0.9825, 4 -> 7
b : -9.0605, 4 -> 0
c : 2.7873, 4 -> 3
d : -6.8885, 4 -> 6
a : -4.8739, 5 -> 6
b : -5.6317, 5 -> 6
c : -1.4338, 5 -> 2
d : -3.4993, 5 -> 0
a : -0.5985, 6 -> 7
b : -5.2006, 6 -> 1
c : 8.2836, 6 -> 1
d : -4.1244, 6 -> 4
a : 7.1545, 7 -> 6
b : -3.6631, 7 -> 7
c : -8.4179, 7 -> 5
d : 3.9084, 7 -> 0
c : 8.9509, 0 -> 1
b : 9.1712, 0 -> 0
d : -1.1001, 1 -> 4
c : 0.0507, 1 -> 2
c : -1.4764, 2 -> 2
c : 8.0808, 2 -> 1
b : -8.4544, 3 -> 1
b : 6.2711, 3 -> 3
d : -4.8977, 4 -> 3
b : -4.6787, 4 -> 2
d : -2.3557, 5 -> 7
b : -7.8526, 5 -> 4
b : 0.3581, 6 -> 6
a : -3.4814, 6 -> 5
b : 1.6455, 7 -> 4
b : -9.8738, 7 -> 2
