a : 3.2097, 0 -> 3
b : -2.2757, 0 -> 4
c : -2.7809, 0 -> 7
d : -0.8267, 0 -> 1
a : 2.1310, 1 -> 5
b : -3.1950, 1 -> 6
c : -9.8815, 1 -> 5
d : 0.3108, 1 -> 3
a : -3.1910, 2 -> 5
b : 1.5828, 2 -> 4
c : -6.2644, 2 -> 5
d : -7.4377, 2 -> 2
a : -7.2465, 3 -> 3
b : -2.4955, 3 -> 6
c : 8.9198, 3 -> 2
d : 0.3987, 3 -> 6
a : -7.5685, 4 -> 4
b : 8.4990, 4 -> 6
c : -0.0183, 4 -> 4
d : 9.9872, 4 -> 6
a : -6.6018, 5 -> 6
b : -5.1945, 5 -> 4
c : 5.6973, 5 -> 7
d : 7.3136, 5 -> 7
a : 2.7613, 6 -> 6
b : -6.4943, 6 -> 4
c : -0.6110, 6 -> 3
d : 4.0700, 6 -> 6
a : -8.6970, 7 -> 6
b : 6.5695, 7 -> 4
c : -8.2743, 7 -> 2
d : 6.2741, 7 -> 1
c : 4.3274, 0 -> 0
a : 6.5412, 0 -> 1
d : -6.5446, 1 -> 2
c : -3.4407, 1 -> 7
a : -9.1945, 2 -> 4
a : -5.9603, 2 -> 4
b : 4.0139, 3 -> 4
c : -8.9345, 3 -> 6
a : 0.7127, 4 -> 3
d : -4.2667, 4 -> 0
a : 2.6440, 5 -> 6
b : -4.4519, 5 -> 5
d : -6.9674, 6 -> 1
d : 6.2979, 6 -> 7
c : -6.7630, 7 -> 7
c : 5.9425, 7 -> 6
