a : -8.3062, 0 -> 3
b : 2.5478, 0 -> 2
c : -5.6166, 0 -> 4
d : -2.5997, 0 -> 7
a : 4.6613, 1 -> 2
b : -1.8180, 1 -> 6
c : 6.7448, 1 -> 3
d : 4.3061, 1 -> 3
a : -0.2956, 2 -> 2
b : 8.3074, 2 -> 6
c : -4.6875, 2 -> 4
d : -5.7055, 2 -> 0
a : 5.6141, 3 -> 5
b : 9.5740, 3 -> 3
c : -3.5114, 3 -> 7
d : 9.4686, 3 -> 7
a : -8.0733, 4 -> 6
b : 2.4615, 4 -> 2
c : -4.7567, 4 -> 3
d : 7.3890, 4 -> 7
a : 2.3278, 5 -> 1
b : -0.2336, 5 -> 1
c : -8.3739, 5 -> 5
d : 0.5917, 5 -> 5
a : 2.3955, 6 -> 2
b : 0.5277, 6 -> 6
c : 0.0074, 6 -> 6
d : 4.2997, 6 -> 2
a : 9.3376, 7 -> 3
b : 6.7295, 7 -> 1
c : 4.7668, 7 -> 5
d : 8.7897, 7 -> 3
c : 0.9171, 0 -> 7
b : 0.1640, 0 -> 7
b : -2.2982, 1 -> 4
d : 7.0769, 1 -> 3
a : 1.3492, 2 -> 4
d : 2.7084, 2 -> 7
d : 3.6908, 3 -> 3
d : 6.7709, 3 -> 0
d : 7.4464, 4 -> 7
a : -1.2983, 4 -> 3
a : 0.4037, 5 -> 4
d : -7.9371, 5 -> 5
d : 9.5198, 6 -> 4
d : 5.7855, 6 -> 7
c : -6.6924, 7 -> 1
d : -9.1983, 7 -> 6
