a : -1.4490, 0 -> 4
b : 2.4909, 0 -> 4
c : 8.9601, 0 -> 1
d : -0.2749, 0 -> 1
a : 9.5355, 1 -> 2
b : 8.2236, 1 -> 6
c : -3.8039, 1 -> 3
d : -6.1402, 1 -> 1
a : 7.8856, 2 -> 3
b : 0.3146, 2 -> 4
c : 4.3594, 2 -> 7
d : 0.8124, 2 -> 6
a : -8.3619, 3 -> 5
b : 3.7554, 3 -> 1
c : -1.5465, 3 -> 1
d : 5.9550, 3 -> 1
a : -9.9315, 4 -> 4
b : 7.5588, 4 -> 4
c : 4.8821, 4 -> 4
d : 9.2455, 4 -> 5
a : -9.4555, 5 -> 3
b : 5.9824, 5 -> 3
c : 8.3684, 5 -> 0
d : 3.3176, 5 -> 3
a : 3.4202, 6 -> 3
b : 9.3019, 6 -> 7
c : -7.0536, 6 -> 2
d : 1.1399, 6 -> 3
a : 5.4897, 7 -> 3
b : -3.0875, 7 -> 2
c : -3.8722, 7 -> 6
d : -3.3962, 7 -> 2
b : -6.1517, 0 -> 6
a : 1.1249, 0 -> 6
d : -2.4521, 1 -> 0
c : -0.4068, 1 -> 2
a : 0.0594, 2 -> 5
c : 0.9810, 2 -> 6
b : -5.1987, 3 -> 6
b : -1.3764, 3 -> 6
b : 3.9795, 4 -> 5
c : 4.5834, 4 -> 4
d : 9.5680, 5 -> 6
c : -5.6806, 5 -> 1
b : 2.6008, 6 -> 0
b : -0.2941, 6 -> 5
d : -7.9623, 7 -> 4
d : 0.4627, 7 -> 4
