a : -0.5559, 0 -> 2
b : -0.7084, 0 -> 7
c : -7.4229, 0 -> 2
d : 9.3936, 0 -> 6
a : 1.2964, 1 -> 7
b : -3.5503, 1 -> 7
c : -4.0794, 1 -> 7
d : -6.1626, 1 -> 2
a : 3.1342, 2 -> 6
b : -5.6232, 2 -> 7
c : 8.8872, 2 -> 1
d : -1.9774, 2 -> 5
a : -9.4902, 3 -> 7
b : 7.5669, 3 -> 3
c : -1.4151, 3 -> 4
d : 6.1817, 3 -> 5
a : 4.2155, 4 -> 1
b : 1.1292, 4 -> 7
c : 3.4272, 4 -> 4
d : 9.7009, 4 -> 5
a : -3.6404, 5 -> 3
b : 5.2816, 5 -> 5
c : -3.3628, 5 -> 5
d : 2.3951, 5 -> 7
a : 6.1533, 6 -> 5
b : -6.8424, 6 -> 6
c : 7.7341, 6 -> 3
d : -5.0301, 6 -> 6
a : 6.5217, 7 -> 0
b : 4.8983, 7 -> 3
c : 6.8288, 7 -> 6
d : 7.3289, 7 -> 5
d : -6.9511, 0 -> 2
c : 0.3263, 0 -> 3
b : 7.8701, 1 -> 2
a : -9.0734, 1 -> 7
a : -6.5620, 2 -> 0
a : -1.9324, 2 -> 5
a : -1.3925, 3 -> 1
d : -4.7191, 3 -> 5
d : -7.2201, 4 -> 6
b : -8.4604, 4 -> 1
a : 7.1870, 5 -> 4
c : 8.3049, 5 -> 3
b : 6.1164, 6 -> 1
b : 3.8657, 6 -> 1
a : -0.2750, 7 -> 7
a : -3.0095, 7 -> 6
