a : 3.0067, 0 -> 6
b : -3.9632, 0 -> 3
c : 8.4823, 0 -> 7
d : 9.2780, 0 -> 7
a : -4.7811, 1 -> 3
b : -3.4099, 1 -> 5
c : 2.2620, 1 -> 5
d : -9.3526, 1 -> 0
a : -9.0989, 2 -> 5
b : -8.9466, 2 -> 6
c : 3.3061, 2 -> 1
d : 0.6869, 2 -> 0
a : -1.0708, 3 -> 6
b : 6.2071, 3 -> 6
c : -5.0110, 3 -> 1
d : -2.7298, 3 -> 5
a : 3.9972, 4 -> 3
b : 5.6819, 4 -> 4
c : 3.1754, 4 -> 0
d : 1.9688, 4 -> 4
a : -1.8645, 5 -> 2
b : -5.6157, 5 -> 2
c : 1.6559, 5 -> 7
d : 1.6515, 5 -> 5
a : -7.7807, 6 -> 6
b : 3.8125, 6 -> 4
c : -6.7761, 6 -> 6
d : -2.5995, 6 -> 2
a : 1.3137, 7 -> 1
b : 5.2611, 7 -> 7
c : 0.1279, 7 -> 6
d : -3.6546, 7 -> 6
c : -2.3765, 0 -> 4
a : 8.3837, 0 -> 1
a : 0.3665, 1 -> 1
c : -9.0007, 1 -> 6
c : 6.5001, 2 -> 2
d : 2.0839, 2 -> 7
c : 8.2305, 3 -> 0
d : -1.0955, 3 -> 0
c : -3.2005, 4 -> 1
c : 0.0085, 4 -> 3
b : -3.5883, 5 -> 6
c : -2.0324, 5 -> 5
a : 3.3996, 6 -> 4
b : 5.9419, 6 -> 3
a : -9.0788, 7 -> 6
a : -1.6503, 7 -> 3
