a : -5.2315, 0 -> 5
b : -5.0386, 0 -> 6
c : 9.2225, 0 -> 6
d : -5.8840, 0 -> 7
a : -6.7192, 1 -> 4
b : 7.5751, 1 -> 5
c : 8.2018, 1 -> 5
d : 8.3882, 1 -> 1
a : 6.5380, 2 -> 0
b : -3.4099, 2 -> 6
c : 1.5674, 2 -> 3
d : -7.2746, 2 -> 2
a : 4.2478, 3 -> 7
b : 0.3285, 3 -> 6
c : -4.4459, 3 -> 3
d : 7.8174, 3 -> 0
a : -7.9052, 4 -> 0
b : -3.2856, 4 -> 7
c : 8.7714, 4 -> 6
d : 9.5944, 4 -> 1
a : 5.1977, 5 -> 5
b : -8.6641, 5 -> 1
c : 9.5445, 5 -> 4
d : 4.0638, 5 -> 7
a : 2.4896, 6 -> 1
b : -7.6789, 6 -> 6
c : 1.1307, 6 -> 2
d : -9.0870, 6 -> 7
a : -1.5421, 7 -> 6
b : -0.2230, 7 -> 1
c : 2.1141, 7 -> 6
d : -7.1199, 7 -> 3
b : 6.6422, 0 -> 3
d : -7.7052, 0 -> 2
b : 2.2144, 1 -> 3
a : -7.1542, 1 -> 7
c : -2.6866, 2 -> 2
d : 3.5570, 2 -> 3
d : 3.7794, 3 -> 0
b : -1.6795, 3 -> 0
c : -0.0906, 4 -> 1
a : -1.4264, 4 -> 1
a : 4.0755, 5 -> 2
d : 9.7799, 5 -> 1
d : 4.5222, 6 -> 6
c : -2.4038, 6 -> 2
a : 4.8895, 7 -> 4
c : -6.8886, 7 -> 4
