a : 7.3192, 0 -> 3
b : 1.9988, 0 -> 3
c : -1.7545, 0 -> 3
d : -3.3901, 0 -> 1
a : 4.9796, 1 -> 5
b : -3.8825, 1 -> 5
c : 6.7445, 1 -> 0
d : 9.6710, 1 -> 4
a : -6.7526, 2 -> 5
b : -5.4326, 2 -> 0
c : 8.2503, 2 -> 3
d : -5.4707, 2 -> 1
a : -0.6063, 3 -> 3
b : -9.3140, 3 -> 1
c : 9.0135, 3 -> 5
d : -3.5773, 3 -> 1
a : 3.0971, 4 -> 4
b : 5.1304, 4 -> 3
c : -1.3477, 4 -> 6
d : -3.0180, 4 -> 5
a : -2.4877, 5 -> 1
b : -4.9305, 5 -> 5
c : -4.9366, 5 -> 4
d : -1.6209, 5 -> 1
a : 3.9547, 6 -> 3
b : -7.7241, 6 -> 4
c : 1.6432, 6 -> 6
d : 3.7989, 6 -> 7
a : 9.4172, 7 -> 0
b : -5.6397, 7 -> 5
c : 2.3009, 7 -> 0
d : -5.7001, 7 -> 7
a : -9.0962, 0 -> 0
c : -8.9308, 0 -> 2
c : 3.5228, 1 -> 1
a : -3.1194, 1 -> 1
d : 1.2639, 2 -> 7
d : -5.5621, 2 -> 6
c : 9.6777, 3 -> 0
a : -1.1862, 3 -> 5
d : 8.3473, 4 -> 6
d : -2.1440, 4 -> 4
b : 8.4586, 5 -> 5
b : -8.6905, 5 -> 2
a : 7.5671, 6 -> 0
d : -9.1843, 6 -> 6
b : -7.4338, 7 -> 3
c : 5.3407, 7 -> 5
