a : -3.1332, 0 -> 7
b : -0.1745, 0 -> 5
c : -1.2516, 0 -> 7
d : -5.0024, 0 -> 7
a : -9.3337, 1 -> 4
b : 7.9999, 1 -> 5
c : -7.4464, 1 -> 7
d : 7.7416, 1 -> 3
a : 3.7590, 2 -> 2
b : 2.8176, 2 -> 5
c : -6.8198, 2 -> 7
d : -8.1877, 2 -> 5
a : -8.1921, 3 -> 6
b : 7.9284, 3 -> 0
c : -3.8788, 3 -> 3
d : -2.0117, 3 -> 7
a : 8.4130, 4 -> 7
b : 7.7316, 4 -> 4
c : 4.2369, 4 -> 2
d : 9.5566, 4 -> 3
a : -6.6362, 5 -> 3
b : 7.8776, 5 -> 6
c : 3.9845, 5 -> 5
d : -0.7611, 5 -> 7
a : 0.5514, 6 -> 4
b : -9.4620, 6 -> 7
c : 8.8519, 6 -> 7
d : 2.3705, 6 -> 7
a : -0.3169, 7 -> 6
b : -3.8787, 7 -> 7
c : 8.7104, 7 -> 0
d : 7.8273, 7 -> 4
a : 2.1344, 0 -> 7
d : -6.7663, 0 -> 5
b : 8.3385, 1 -> 1
a : 0.8287, 1 -> 1
a : 1.7615, 2 -> 4
a : 7.1323, 2 -> 0
a : 5.3312, 3 -> 4
d : 9.0911, 3 -> 2
a : -4.7749, 4 -> 1
d : -8.8493, 4 -> 0
a : -4.3058, 5 -> 1
b : -8.1033, 5 -> 5
a : 2.6260, 6 -> 3
d : -9.8655, 6 -> 0
c : 4.0816, 7 -> 4
a : -3.6979, 7 -> 1
