a : -9.1789, 0 -> 3
b : 5.4963, 0 -> 2
c : 0.3791, 0 -> 6
d : 2.7317, 0 -> 1
a : -5.4574, 1 -> 2
b : 8.9530, 1 -> 6
c : -6.0390, 1 -> 7
d : 3.8445, 1 -> 2
a : 6.0984, 2 -> 6
b : -2.3420, 2 -> 1
c : 3.6035, 2 -> 6
d : 6.3924, 2 -> 7
a : 5.7041, 3 -> 7
b : -6.8414, 3 -> 6
c : 3.3294, 3 -> 5
d : -5.2031, 3 -> 6
a : -6.6729, 4 -> 0
b : 5.8096, 4 -> 2
c : -9.8387, 4 -> 1
d : 3.1501, 4 -> 5
a : 7.8506, 5 -> 5
b : 5.4294, 5 -> 0
c : -6.6671, 5 -> 5
d : -1.5287, 5 -> 3
a : -1.1229, 6 -> 5
b : 4.3673, 6 -> 4
c : 6.0245, 6 -> 6
d : 3.9958, 6 -> 3
a : -5.6197, 7 -> 5
b : -5.5928, 7 -> 4
c : -8.5267, 7 -> 3
d : 1.6260, 7 -> 0
b : -0.1091, 0 -> 3
c : 3.1820, 0 -> 7
a : -1.0749, 1 -> 2
a : -6.2815, 1 -> 7
b : 0.7476, 2 -> 1
d : 7.7067, 2 -> 3
b : -3.4573, 3 -> 1
a : -6.8233, 3 -> 4
c : 2.8584, 4 -> 5
a : 0.0021, 4 -> 1
a : 7.6756, 5 -> 3
a : -9.0738, 5 -> 3
b : -5.2122, 6 -> 0
a : -5.9895, 6 -> 4
d : 5.9327, 7 -> 6
a : 6.2082, 7 -> 2
