a : -5.2276, 0 -> 0
b : -8.6947, 0 -> 1
a : -1.4752, 1 -> 7
b : -5.2127, 1 -> 1
a : 7.4079, 2 -> 3
b : -9.6237, 2 -> 4
a : 5.4207, 3 -> 1
b : 2.2599, 3 -> 5
a : -4.1747, 4 -> 2
b : 2.3610, 4 -> 2
a : -0.3601, 5 -> 0
b : -8.3314, 5 -> 5
a : -6.5407, 6 -> 2
b : -6.6482, 6 -> 7
a : 5.4202, 7 -> 5
b : 7.1315, 7 -> 0
a : -8.7572, 0 -> 1
a : -2.3792, 1 -> 7
a : -5.2639, 2 -> 1
b : -6.4332, 3 -> 3
b : 1.0957, 4 -> 4
b : -9.5450, 5 -> 1
a : -7.8711, 6 -> 3
a : 8.8228, 7 -> 5
b : 2.4245, 5 -> 3
b : 7.3892, 0 -> 2
a : 4.8350, 7 -> 6
