a : -3.1917, 0 -> 1
b : -4.8852, 0 -> 6
c : 3.4933, 0 -> 4
d : -9.3567, 0 -> 4
a : 1.5355, 1 -> 3
b : 1.1897, 1 -> 1
c : -6.6777, 1 -> 4
d : 2.2513, 1 -> 5
a : 3.7514, 2 -> 1
b : -9.7696, 2 -> 2
c : 1.7473, 2 -> 6
d : 9.9159, 2 -> 4
a : -0.9726, 3 -> 7
b : -9.2714, 3 -> 5
c : -4.5583, 3 -> 0
d : 7.8522, 3 -> 5
a : -3.8817, 4 -> 6
b : -4.3533, 4 -> 1
c : 3.9951, 4 -> 5
d : 3.7264, 4 -> 5
a : 6.0361, 5 -> 6
b : -9.7031, 5 -> 0
c : -4.0615, 5 -> 2
d : -5.4920, 5 -> 0
a : 9.8679, 6 -> 5
b : 2.6266, 6 -> 5
c : 6.3431, 6 -> 4
d : -1.2158, 6 -> 4
a : -6.9348, 7 -> 6
b : -1.5583, 7 -> 1
c : -1.8344, 7 -> 5
d : 8.1018, 7 -> 4
b : -3.6738, 0 -> 2
b : -8.7799, 0 -> 7
c : -7.8449, 1 -> 4
d : -3.9267, 1 -> 4
d : -8.7668, 2 -> 0
a : -1.2530, 2 -> 4
a : 2.1912, 3 -> 1
a : -4.2040, 3 -> 7
b : 7.0697, 4 -> 4
b : -6.4334, 4 -> 2
a : -5.4052, 5 -> 7
a : 0.3338, 5 -> 5
a : -6.6091, 6 -> 6
a : 5.6918, 6 -> 3
c : 9.1287, 7 -> 1
b : 9.5370, 7 -> 6
