a : 2.1403, 0 -> 0
b : -4.2322, 0 -> 3
c : 3.5220, 0 -> 5
d : 5.6661, 0 -> 7
a : 4.8235, 1 -> 3
b : -5.6409, 1 -> 7
c : -9.2453, 1 -> 5
d : 4.9440, 1 -> 0
a : 5.3944, 2 -> 3
b : 3.0107, 2 -> 3
c : 6.3894, 2 -> 1
d : -4.3199, 2 -> 2
a : 9.2161, 3 -> 3
b : 1.4073, 3 -> 2
c : 2.6688, 3 -> 6
d : -2.6368, 3 -> 0
a : -8.7105, 4 -> 6
b : -0.8225, 4 -> 4
c : 0.8157, 4 -> 2
d : 2.5744, 4 -> 0
a : 2.2906, 5 -> 7
b : 4.4638, 5 -> 3
c : 9.8186, 5 -> 6
d : 5.9382, 5 -> 7
a : 2.9584, 6 -> 4
b : -7.0903, 6 -> 4
c : 5.8526, 6 -> 3
d : 7.2867, 6 -> 4
a : 4.1780, 7 -> 7
b : 1.9043, 7 -> 6
c : 5.2469, 7 -> 0
d : 1.1729, 7 -> 6
d : 8.7482, 0 -> 1
d : 9.0194, 0 -> 0
d : 0.6792, 1 -> 5
a : 3.5212, 1 -> 4
d : 8.5592, 2 -> 4
d : 4.3991, 2 -> 7
c : -0.0482, 3 -> 6
b : 6.9135, 3 -> 1
d : 4.1268, 4 -> 0
a : -1.7238, 4 -> 4
a : 2.1180, 5 -> 5
b : 1.0925, 5 -> 7
c : -2.1033, 6 -> 1
b : -8.7582, 6 -> 2
a : 3.9627, 7 -> 2
a : 8.2519, 7 -> 1
