a : -2.1042, 0 -> 5
b : 1.5503, 0 -> 1
c : 7.5993, 0 -> 1
d : -6.8928, 0 -> 1
a : 6.4794, 1 -> 0
b : -5.2683, 1 -> 7
c : 9.8396, 1 -> 5
d : -6.3937, 1 -> 5
a : -0.8724, 2 -> 5
b : -1.6920, 2 -> 2
c : -7.2113, 2 -> 7
d : 7.1996, 2 -> 4
a : -1.0833, 3 -> 3
b : 9.3496, 3 -> 1
c : -5.6169, 3 -> 7
d : -9.6150, 3 -> 6
a : 6.7251, 4 -> 5
b : -3.9465, 4 -> 2
c : -9.4477, 4 -> 4
d : 5.3728, 4 -> 4
a : 0.2956, 5 -> 0
b : 5.1276, 5 -> 1
c : 7.6136, 5 -> 4
d : -3.9067, 5 -> 1
a : -8.1341, 6 -> 6
b : 1.9055, 6 -> 5
c : 3.7692, 6 -> 3
d : 4.1906, 6 -> 7
a : 5.8510, 7 -> 1
b : -0.9518, 7 -> 4
c : -6.6977, 7 -> 5
d : 0.7441, 7 -> 6
c : -8.9001, 0 -> 4
c : 9.6083, 0 -> 2
c : 7.8429, 1 -> 5
c : -8.1347, 1 -> 5
b : -0.8697, 2 -> 1
d : -9.8857, 2 -> 0
b : -5.6409, 3 -> 2
d : 3.5786, 3 -> 0
d : -8.8902, 4 -> 0
c : -2.0814, 4 -> 0
d : 0.5646, 5 -> 1
d : 3.0617, 5 -> 5
c : 9.6990, 6 -> 0
a : 8.0177, 6 -> 5
a : 1.9802, 7 -> 7
d : 5.5883, 7 -> 5
