a : -8.1743, 0 -> 3
b : -4.7226, 0 -> 7
c : -9.7594, 0 -> 6
d : 7.1523, 0 -> 6
a : -6.2459, 1 -> 5
b : -5.6503, 1 -> 5
c : -7.9448, 1 -> 2
d : 5.5698, 1 -> 2
a : 3.2168, 2 -> 7
b : -0.5715, 2 -> 1
c : -2.0862, 2 -> 2
d : -0.3466, 2 -> 7
a : -5.8821, 3 -> 6
b : 0.7227, 3 -> 6
c : 9.7471, 3 -> 7
d : -1.6673, 3 -> 7
a : 2.2615, 4 -> 3
b : 1.7060, 4 -> 2
c : -2.2440, 4 -> 7
d : -7.1608, 4 -> 7
a : 1.2126, 5 -> 7
b : -3.2494, 5 -> 0
c : 2.3932, 5 -> 0
d : -5.6860, 5 -> 6
a : -6.5188, 6 -> 5
b : 8.0101, 6 -> 6
c : 7.2753, 6 -> 7
d : -9.3310, 6 -> 5
a : -1.5396, 7 -> 7
b : 9.8377, 7 -> 2
c : 6.3557, 7 -> 7
d : 0.0151, 7 -> 2
a : 2.6909, 0 -> 2
d : -3.3184, 0 -> 5
b : 9.8433, 1 -> 5
b : 9.3025, 1 -> 1
d : 4.5805, 2 -> 1
c : -0.8872, 2 -> 4
c : 8.9296, 3 -> 0
a : -4.3078, 3 -> 0
c : 5.0974, 4 -> 4
d : 5.0724, 4 -> 2
b : 0.9850, 5 -> 7
b : 5.5561, 5 -> 7
d : 9.7655, 6 -> 5
d : 8.8024, 6 -> 3
d : -2.0515, 7 -> 4
d : 6.6404, 7 -> 2
