a : -6.8979, 0 -> 2
b : 4.7207, 0 -> 5
c : -1.3008, 0 -> 3
d : -4.1803, 0 -> 0
a : -6.7299, 1 -> 0
b : 8.0545, 1 -> 6
c : 7.7366, 1 -> 5
d : -9.7094, 1 -> 2
a : -9.4760, 2 -> 3
b : -2.1097, 2 -> 3
c : 2.3422, 2 -> 5
d : 2.1790, 2 -> 4
a : 0.5888, 3 -> 6
b : -2.1945, 3 -> 0
c : 3.6574, 3 -> 2
d : -2.6906, 3 -> 4
a : 3.0072, 4 -> 3
b : -5.8594, 4 -> 3
c : 9.7664, 4 -> 2
d : -2.6365, 4 -> 7
a : -3.7520, 5 -> 2
b : -3.2492, 5 -> 4
c : -3.4042, 5 -> 3
d : 4.1238, 5 -> 1
a : 1.8358, 6 -> 1
b : 1.8136, 6 -> 5
c : -8.3164, 6 -> 5
d : -1.1813, 6 -> 4
a : -0.5164, 7 -> 7
b : -0.8625, 7 -> 3
c : -8.7102, 7 -> 4
d : 9.1803, 7 -> 0
b : -6.5665, 0 -> 5
a : 0.1417, 0 -> 7
a : -9.8528, 1 -> 2
c : -4.0163, 1 -> 5
b : 9.4195, 2 -> 6
b : -9.8740, 2 -> 4
a : 0.7120, 3 -> 6
a : -5.9171, 3 -> 5
c : 7.3845, 4 -> 3
c : -5.9738, 4 -> 7
c : 4.6964, 5 -> 7
d : -1.0865, 5 -> 3
c : 0.3369, 6 -> 3
c : 6.9406, 6 -> 6
b : -1.0899, 7 -> 7
c : 4.0285, 7 -> 2
