a : -5.9997, 0 -> 5
b : 4.2245, 0 -> 1
c : 0.3269, 0 -> 6
d : 8.2534, 0 -> 2
a : 3.4127, 1 -> 5
b : -2.8147, 1 -> 6
c : 6.4816, 1 -> 2
d : -5.9441, 1 -> 6
a : -5.5132, 2 -> 7
b : -2.5576, 2 -> 4
c : -2.9579, 2 -> 1
d : -6.9567, 2 -> 0
a : -7.6585, 3 -> 2
b : -2.3197, 3 -> 4
c : 8.6382, 3 -> 3
d : 8.6674, 3 -> 7
a : 7.5816, 4 -> 6
b : 6.4008, 4 -> 4
c : -0.3310, 4 -> 7
d : -9.3126, 4 -> 0
a : -8.7543, 5 -> 6
b : 3.1925, 5 -> 6
c : 0.6794, 5 -> 3
d : -8.4724, 5 -> 1
a : 4.5679, 6 -> 5
b : 5.0158, 6 -> 3
c : -7.5291, 6 -> 7
d : -1.6488, 6 -> 0
a : 2.6232, 7 -> 3
b : -1.6206, 7 -> 3
c : 6.0356, 7 -> 6
d : 9.4525, 7 -> 5
d : -4.0658, 0 -> 1
d : 1.3297, 0 -> 2
d : 5.3253, 1 -> 5
c : 9.2350, 1 -> 2
a : -8.3562, 2 -> 6
c : 5.1805, 2 -> 0
a : 6.2670, 3 -> 2
b : 6.2492, 3 -> 0
b : 4.1341, 4 -> 0
b : -9.3931, 4 -> 6
b : -7.0645, 5 -> 7
b : -9.0537, 5 -> 3
b : -8.5443, 6 -> 5
b : 8.3698, 6 -> 5
a : -8.8848, 7 -> 3
b : 9.1973, 7 -> 1
