a : 9.2487, 0 -> 6
b : -9.1112, 0 -> 4
c : -1.4014, 0 -> 6
d : -7.8127, 0 -> 1
a : 5.1128, 1 -> 7
b : -2.8018, 1 -> 1
c : 2.6900, 1 -> 1
d : -6.6961, 1 -> 0
a : -7.4881, 2 -> 6
b : 1.9857, 2 -> 4
c : -3.9907, 2 -> 2
d : 9.4597, 2 -> 0
a : 6.3571, 3 -> 0
b : -1.0301, 3 -> 6
c : -4.4968, 3 -> 0
d : 3.0806, 3 -> 5
a : -7.9025, 4 -> 3
b : 9.2388, 4 -> 3
c : -7.1403, 4 -> 0
d : -2.3318, 4 -> 1
a : 3.0772, 5 -> 6
b : 8.0962, 5 -> 0
c : -0.1605, 5 -> 2
d : -8.8442, 5 -> 1
a : -6.9743, 6 -> 5
b : -1.0128, 6 -> 0
c : -1.1181, 6 -> 0
d : -3.1881, 6 -> 7
a : 4.0991, 7 -> 7
b : -2.9958, 7 -> 5
c : -6.4777, 7 -> 6
d : -5.4246, 7 -> 0
d : -9.1020, 0 -> 1
c : -0.9248, 0 -> 5
a : -8.8716, 1 -> 0
a : -0.7588, 1 -> 1
c : 1.7093, 2 -> 1
c : -9.4457, 2 -> 2
d : -2.1264, 3 -> 1
b : -2.7397, 3 -> 6
d : -9.2173, 4 -> 3
a : -3.5662, 4 -> 3
a : 9.2961, 5 -> 3
b : -1.5849, 5 -> 6
c : -1.1150, 6 -> 3
a : -1.7667, 6 -> 2
a : 5.8108, 7 -> 2
c : -0.4689, 7 -> 7
