a : 1.9291, 0 -> 3
b : 2.0473, 0 -> 4
c : -7.7941, 0 -> 2
d : -9.1879, 0 -> 5
a : -0.8190, 1 -> 1
b : 5.0473, 1 -> 7
c : 9.6715, 1 -> 3
d : 1.8177, 1 -> 2
a : 4.7958, 2 -> 1
b : 0.6083, 2 -> 0
c : 2.1863, 2 -> 3
d : -2.4752, 2 -> 7
a : 4.6449, 3 -> 3
b : -4.8679, 3 -> 3
c : -8.5198, 3 -> 0
d : 1.0711, 3 -> 1
a : -9.2034, 4 -> 5
b : -2.1817, 4 -> 1
c : 1.5073, 4 -> 7
d : -0.2153, 4 -> 6
a : 7.6069, 5 -> 6
b : 0.9659, 5 -> 6
c : -6.9347, 5 -> 7
d : -1.0433, 5 -> 6
a : 0.6244, 6 -> 1
b : 4.2814, 6 -> 0
c : 9.5766, 6 -> 2
d : -8.0570, 6 -> 4
a : 0.4056, 7 -> 2
b : -1.7948, 7 -> 1
c : 9.8441, 7 -> 2
d : -4.5859, 7 -> 0
b : 8.4540, 0 -> 7
a : -4.5542, 0 -> 1
d : 6.4987, 1 -> 2
c : -3.4553, 1 -> 0
b : -1.1232, 2 -> 4
b : 0.4129, 2 -> 3
c : 9.3884, 3 -> 4
a : 0.5279, 3 -> 1
a : -9.7878, 4 -> 5
d : 1.1081, 4 -> 6
d : 8.6147, 5 -> 6
b : 7.9439, 5 -> 0
a : -7.3600, 6 -> 1
a : 9.0183, 6 -> 2
a : 0.5954, 7 -> 0
b : -0.4096, 7 -> 5
