a : -0.5489, 0 -> 5
b : -8.7511, 0 -> 4
c : -3.1649, 0 -> 0
d : -8.9831, 0 -> 1
a : -1.8551, 1 -> 4
b : 9.9207, 1 -> 7
c : 6.4125, 1 -> 7
d : -2.2059, 1 -> 1
a : -8.9339, 2 -> 5
b : 3.7249, 2 -> 0
c : -7.6611, 2 -> 2
d : -6.2376, 2 -> 1
a : 9.7469, 3 -> 2
b : -0.8788, 3 -> 2
c : -5.9855, 3 -> 7
d : 2.3992, 3 -> 0
a : -4.2956, 4 -> 5
b : 7.3444, 4 -> 5
c : -8.0712, 4 -> 7
d : 0.5567, 4 -> 3
a : -6.4425, 5 -> 3
b : 3.9705, 5 -> 5
c : 6.5507, 5 -> 1
d : 8.2076, 5 -> 7
a : -9.7621, 6 -> 2
b : 4.0218, 6 -> 1
c : 3.3162, 6 -> 0
d : -3.4014, 6 -> 0
a : 5.6737, 7 -> 3
b : 4.0585, 7 -> 6
c : -5.8920, 7 -> 3
d : 2.5598, 7 -> 1
a : 0.1194, 0 -> 6
d : 6.3942, 0 -> 3
d : -6.4935, 1 -> 4
b : -8.7639, 1 -> 3
a : -9.5533, 2 -> 1
b : -8.0413, 2 -> 1
c : -6.2801, 3 -> 7
c : -9.0930, 3 -> 1
d : -7.4386, 4 -> 3
a : 3.7645, 4 -> 2
c : 9.6332, 5 -> 3
a : -0.8148, 5 -> 5
a : 1.5199, 6 -> 6
c : -9.2726, 6 -> 6
d : 3.2794, 7 -> 4
b : 7.9554, 7 -> 3
