a : -4.9081, 0 -> 7
b : -7.8978, 0 -> 6
c : 6.2930, 0 -> 7
d : 4.7913, 0 -> 1
a : -8.9548, 1 -> 1
b : -6.5170, 1 -> 3
c : 9.3223, 1 -> 7
d : -6.0693, 1 -> 2
a : 0.7820, 2 -> 7
b : 0.8767, 2 -> 7
c : 5.7296, 2 -> 6
d : 3.4208, 2 -> 7
a : 3.6693, 3 -> 4
b : 2.9391, 3 -> 2
c : -6.3154, 3 -> 2
d : 8.8944, 3 -> 2
a : 1.3608, 4 -> 7
b : 0.0692, 4 -> 1
c : -9.8503, 4 -> 0
d : -7.9059, 4 -> 1
a : -9.3208, 5 -> 5
b : -4.4731, 5 -> 5
c : -9.6474, 5 -> 5
d : -4.8800, 5 -> 4
a : -8.3325, 6 -> 4
b : -3.3651, 6 -> 5
c : -5.8098, 6 -> 1
d : 4.7408, 6 -> 4
a : -1.0593, 7 -> 1
b : 3.0237, 7 -> 1
c : 9.9221, 7 -> 6
d : -3.1628, 7 -> 3
d : 4.1058, 0 -> 5
a : -8.1547, 0 -> 3
b : 1.2847, 1 -> 4
a : 0.8462, 1 -> 4
b : -7.7452, 2 -> 5
c : -3.2821, 2 -> 4
d : 0.5820, 3 -> 6
c : -2.6519, 3 -> 5
b : -8.3440, 4 -> 6
a : 4.0458, 4 -> 1
b : 9.3809, 5 -> 1
b : -9.5418, 5 -> 4
b : -4.5347, 6 -> 5
d : 6.4439, 6 -> 4
b : -2.0316, 7 -> 3
c : 8.6769, 7 -> 6
