a : -7.0268, 0 -> 6
b : -9.8581, 0 -> 6
c : 1.5557, 0 -> 1
d : -0.8046, 0 -> 3
a : 4.1576, 1 -> 5
b : -3.7885, 1 -> 0
c : 5.9157, 1 -> 5
d : -5.8866, 1 -> 2
a : 8.3161, 2 -> 7
b : -5.9012, 2 -> 2
c : 3.6783, 2 -> 3
d : 1.0672, 2 -> 4
a : -1.5244, 3 -> 2
b : 3.4192, 3 -> 7
c : 1.7106, 3 -> 7
d : 4.3920, 3 -> 3
a : 1.8117, 4 -> 7
b : 0.8877, 4 -> 1
c : -3.8547, 4 -> 3
d : -9.0404, 4 -> 1
a : 2.5008, 5 -> 4
b : 1.5037, 5 -> 7
c : 6.9188, 5 -> 4
d : -9.9219, 5 -> 6
a : -0.6134, 6 -> 2
b : 2.8120, 6 -> 0
c : 6.0760, 6 -> 2
d : 7.9892, 6 -> 6
a : 2.9899, 7 -> 5
b : -3.8297, 7 -> 7
c : -4.8042, 7 -> 6
d : -1.4502, 7 -> 6
d : -8.5430, 0 -> 4
d : -6.3548, 0 -> 6
c : 2.4281, 1 -> 7
d : 6.2037, 1 -> 0
b : -3.1417, 2 -> 1
b : -0.7166, 2 -> 0
b : -8.3754, 3 -> 5
a : -8.3838, 3 -> 2
a : -9.0494, 4 -> 7
c : -7.4569, 4 -> 6
b : 3.2511, 5 -> 2
b : -7.6018, 5 -> 4
c : -7.4312, 6 -> 7
a : -6.6603, 6 -> 0
a : 2.5673, 7 -> 1
c : 0.1141, 7 -> 7
