a : 7.2633, 0 -> 7
b : 2.1525, 0 -> 2
c : 6.6534, 0 -> 4
d : 6.2732, 0 -> 1
a : -4.9462, 1 -> 0
b : -4.5763, 1 -> 4
c : 7.9617, 1 -> 3
d : -7.1163, 1 -> 3
a : 8.9983, 2 -> 0
b : -8.7768, 2 -> 2
c : 0.6749, 2 -> 2
d : 3.3206, 2 -> 5
a : 2.2366, 3 -> 3
b : -7.1598, 3 -> 5
c : -9.8644, 3 -> 5
d : 7.8134, 3 -> 7
a : 2.8833, 4 -> 0
b : -6.8237, 4 -> 3
c : 8.2757, 4 -> 5
d : -5.2781, 4 -> 0
a : -8.8482, 5 -> 4
b : -5.9446, 5 -> 6
c : -8.2940, 5 -> 1
d : -2.2497, 5 -> 7
a : 3.8138, 6 -> 1
b : 3.8522, 6 -> 1
c : 6.8787, 6 -> 2
d : -9.2615, 6 -> 0
a : -6.6294, 7 -> 2
b : 8.6171, 7 -> 5
c : -8.9376, 7 -> 4
d : -6.5791, 7 -> 0
b : 2.1687, 0 -> 7
b : 0.5499, 0 -> 0
c : 8.8757, 1 -> 7
d : 3.5367, 1 -> 0
d : -2.8318, 2 -> 6
a : 5.1121, 2 -> 0
d : 8.1065, 3 -> 0
a : 5.0192, 3 -> 6
a : -7.2549, 4 -> 6
d : -7.7339, 4 -> 1
b : -7.0828, 5 -> 0
d : 7.2444, 5 -> 7
a : 9.7061, 6 -> 0
b : -0.1342, 6 -> 4
d : 3.0055, 7 -> 4
a : -5.0909, 7 -> 7
