a : 5.6945, 0 -> 1
b : -4.7366, 0 -> 5
c : -0.9476, 0 -> 1
d : -9.1756, 0 -> 5
a : -7.8327, 1 -> 6
b : 8.4360, 1 -> 0
c : 1.5512, 1 -> 2
d : 8.1680, 1 -> 4
a : -0.9921, 2 -> 4
b : 3.6349, 2 -> 2
c : -8.8977, 2 -> 2
d : 8.8189, 2 -> 0
a : 3.9591, 3 -> 4
b : 5.2193, 3 -> 5
c : 0.4072, 3 -> 1
d : 9.3714, 3 -> 6
a : 8.8574, 4 -> 4
b : -3.4326, 4 -> 7
c : -0.5088, 4 -> 6
d : 1.7367, 4 -> 1
a : 7.4872, 5 -> 7
b : -0.3350, 5 -> 1
c : 2.9577, 5 -> 1
d : 9.0428, 5 -> 7
a : -4.9612, 6 -> 7
b : 6.4645, 6 -> 2
c : -4.9461, 6 -> 4
d : -8.8405, 6 -> 3
a : -3.0591, 7 -> 4
b : -7.9092, 7 -> 0
c : 6.6083, 7 -> 4
d : -1.0799, 7 -> 5
d : 5.4408, 0 -> 4
a : 1.4364, 0 -> 1
c : 3.6667, 1 -> 2
a : 6.5017, 1 -> 6
c : 1.9865, 2 -> 5
b : -4.1381, 2 -> 6
d : -5.0970, 3 -> 0
b : 2.2736, 3 -> 4
d : -6.5973, 4 -> 4
c : -9.7339, 4 -> 4
c : 1.4518, 5 -> 2
d : -1.6275, 5 -> 4
b : 2.4963, 6 -> 6
b : -7.6844, 6 -> 0
c : 5.7019, 7 -> 3
a : -6.4410, 7 -> 4
