a : -0.1277, 0 -> 4
b : 8.5115, 0 -> 5
c : -4.2609, 0 -> 7
d : 9.0165, 0 -> 7
a : 0.1342, 1 -> 0
b : 4.0479, 1 -> 7
c : -7.2377, 1 -> 3
d : -4.0009, 1 -> 4
a : -6.4728, 2 -> 4
b : -5.9173, 2 -> 7
c : 0.0202, 2 -> 2
d : 6.3788, 2 -> 6
a : 4.3667, 3 -> 2
b : -8.2540, 3 -> 5
c : -5.4970, 3 -> 6
d : -0.2052, 3 -> 6
a : -2.3021, 4 -> 7
b : -2.9738, 4 -> 6
c : 5.2255, 4 -> 7
d : 5.3274, 4 -> 0
a : 8.9707, 5 -> 2
b : 6.1116, 5 -> 5
c : -5.1922, 5 -> 6
d : -2.0012, 5 -> 2
a : 2.8711, 6 -> 5
b : 5.9632, 6 -> 4
c : -9.9939, 6 -> 0
d : 4.8685, 6 -> 7
a : -4.9908, 7 -> 5
b : 0.3321, 7 -> 5
c : 7.1045, 7 -> 5
d : -3.3264, 7 -> 0
c : -9.8762, 0 -> 1
d : 9.6032, 0 -> 5
d : -1.3376, 1 -> 5
c : 6.4309, 1 -> 5
c : -5.7930, 2 -> 6
d : -7.4786, 2 -> 2
b : 8.2556, 3 -> 7
b : -7.0943, 3 -> 2
a : 2.9001, 4 -> 0
d : 1.0064, 4 -> 6
b : -8.1593, 5 -> 0
b : -8.4292, 5 -> 4
a : -1.2335, 6 -> 0
a : -2.1157, 6 -> 3
d : -1.1608, 7 -> 0
c : 0.5815, 7 -> 1
