a : 7.6450, 0 -> 0
b : 7.1006, 0 -> 2
c : -0.0556, 0 -> 6
d : 5.9195, 0 -> 4
a : 8.2317, 1 -> 2
b : -3.5401, 1 -> 4
c : 7.0617, 1 -> 1
d : -2.7895, 1 -> 0
a : 5.8106, 2 -> 2
b : -0.5227, 2 -> 4
c : 2.4473, 2 -> 2
d : -0.3889, 2 -> 6
a : -6.8528, 3 -> 0
b : 2.9684, 3 -> 0
c : 2.6661, 3 -> 1
d : -5.2315, 3 -> 6
a : 2.7153, 4 -> 4
b : -7.4952, 4 -> 5
c : 4.6977, 4 -> 3
d : 3.9673, 4 -> 1
a : -8.9262, 5 -> 5
b : -5.4835, 5 -> 0
c : -2.3178, 5 -> 5
d : -6.8534, 5 -> 4
a : -7.2591, 6 -> 7
b : 4.6784, 6 -> 1
c : 7.6365, 6 -> 6
d : 8.5680, 6 -> 1
a : 9.4614, 7 -> 4
b : 7.6398, 7 -> 7
c : 4.4406, 7 -> 0
d : 9.7340, 7 -> 7
d : -1.4710, 0 -> 4
c : -8.4197, 0 -> 0
d : 0.6329, 1 -> 1
d : 6.8361, 1 -> 2
a : -1.2976, 2 -> 3
d : 3.1581, 2 -> 4
d : -7.9421, 3 -> 1
c : 4.2881, 3 -> 6
b : -7.7983, 4 -> 5
d : 1.9544, 4 -> 3
b : 9.2766, 5 -> 3
b : -4.5713, 5 -> 5
d : 4.2211, 6 -> 5
c : -3.5011, 6 -> 7
b : -3.6522, 7 -> 1
d : 5.6107, 7 -> 1
